,year,month,highest,MHHW,MHW,MSL,MTL,MLW,MLLW,DTL,GT,MN,DHQ,DLQ,HWI,LWI,lowest,inferred
244,1922,11,0.041,,-0.379,-0.544,-0.544,-0.708,,,,0.329,,,11.800,5.920,-1.483,0
245,1922,12,-0.050,,-0.419,-0.574,-0.577,-0.736,,,,0.317,,,11.900,6.100,-1.117,0
246,1923,1,-0.020,,-0.422,-0.577,-0.580,-0.742,,,,0.320,,,11.650,5.920,-1.574,0
247,1923,2,-0.172,,-0.495,-0.654,-0.660,-0.824,,,,0.329,,,11.740,5.840,-1.635,0
248,1923,3,0.011,,-0.364,-0.523,-0.526,-0.690,,,,0.326,,,11.660,5.910,-1.422,0
249,1923,4,0.102,,-0.312,-0.477,-0.480,-0.648,,,,0.335,,,11.620,5.840,-1.117,0
250,1923,5,0.072,,-0.270,-0.434,-0.440,-0.611,,,,0.341,,,11.740,5.970,-0.843,0
251,1923,6,0.011,,-0.331,-0.498,-0.507,-0.681,,,,0.351,,,11.830,5.900,-1.239,0
252,1923,7,0.072,,-0.242,-0.419,-0.422,-0.602,,,,0.360,,,11.780,5.940,-0.873,0
253,1923,8,0.102,,-0.230,-0.404,-0.407,-0.584,,,,0.354,,,11.790,5.900,-0.965,0
254,1923,9,0.041,,-0.230,-0.401,-0.404,-0.574,,,,0.344,,,11.800,5.910,-0.904,0
255,1923,10,0.559,,-0.288,-0.452,-0.452,-0.620,,,,0.332,,,11.800,5.830,-1.025,0
256,1923,11,0.072,,-0.297,-0.459,-0.459,-0.617,,,,0.320,,,11.780,5.950,-1.178,0
257,1923,12,0.285,,-0.379,-0.532,-0.538,-0.699,,,,0.320,,,11.660,5.870,-1.330,0
258,1924,1,0.285,,-0.477,-0.648,-0.648,-0.821,,,,0.344,,,11.770,5.890,-1.391,0
259,1924,2,0.102,,-0.373,-0.538,-0.538,-0.702,,,,0.329,,,11.610,5.900,-1.178,0
260,1924,3,,,-0.334,-0.498,-0.501,-0.672,,,,0.338,,,11.620,5.860,,0
261,1924,4,0.163,,-0.291,-0.456,-0.468,-0.641,,,,0.351,,,11.630,5.820,-0.995,0
262,1924,5,0.499,,-0.154,-0.321,-0.331,-0.510,,,,0.357,,,11.650,5.860,-0.904,0
263,1924,6,0.041,,-0.209,-0.373,-0.379,-0.547,,,,0.338,,,11.860,5.910,-0.812,0
264,1924,7,0.041,,-0.242,-0.416,-0.422,-0.599,,,,0.357,,,11.780,5.990,-0.934,0
265,1924,8,0.285,,-0.196,-0.373,-0.373,-0.553,,,,0.357,,,11.820,5.880,-0.904,0
266,1924,9,0.499,,-0.199,-0.364,-0.367,-0.538,,,,0.338,,,11.750,5.920,-0.934,0
267,1924,10,0.163,,-0.291,-0.456,-0.459,-0.626,,,,0.335,,,11.750,5.930,-0.904,0
268,1924,11,-0.081,,-0.355,-0.513,-0.516,-0.678,,,,0.323,,,11.730,5.910,-1.361,0
269,1924,12,-0.111,,-0.553,-0.715,-0.721,-0.888,,,,0.335,,,11.780,5.910,-1.513,0
270,1925,1,0.041,,-0.401,-0.571,-0.574,-0.751,,,,0.351,,,11.710,5.820,-1.361,0
271,1925,2,-0.020,,-0.367,-0.529,-0.532,-0.696,,,,0.329,,,11.690,6.020,-1.239,0
272,1925,3,-0.142,,-0.468,-0.629,-0.629,-0.794,,,,0.326,,,11.880,6.010,-1.391,0
273,1925,4,0.133,,-0.331,-0.492,-0.495,-0.657,,,,0.326,,,11.720,5.950,-0.965,0
274,1925,5,0.011,,-0.309,-0.468,-0.471,-0.635,,,,0.326,,,11.690,5.940,-1.056,0
275,1925,6,0.011,,-0.279,-0.443,-0.449,-0.620,,,,0.341,,,11.730,5.910,-0.934,0
276,1925,7,0.102,,-0.263,-0.422,-0.431,-0.599,,,,0.335,,,11.810,5.910,-0.873,0
277,1925,8,0.041,,-0.263,-0.437,-0.446,-0.626,,,,0.363,,,11.770,5.860,-1.025,0
278,1925,9,0.163,,-0.206,-0.373,-0.379,-0.550,,,,0.344,,,11.810,5.990,-0.843,0
279,1925,10,0.041,,-0.358,-0.529,-0.529,-0.699,,,,0.341,,,11.690,5.780,-1.727,0
280,1925,11,0.163,,-0.413,-0.568,-0.574,-0.733,,,,0.320,,,11.870,5.900,-1.300,0
281,1925,12,0.224,,-0.532,-0.687,-0.696,-0.861,,,,0.329,,,11.730,5.940,-1.727,0
282,1926,1,-0.172,,-0.538,-0.705,-0.712,-0.885,,,,0.347,,,11.780,5.940,-1.513,0
283,1926,2,0.285,,-0.413,-0.574,-0.580,-0.745,,,,0.332,,,11.760,5.740,-1.300,0
284,1926,3,-0.172,,-0.520,-0.669,-0.678,-0.833,,,,0.314,,,11.710,5.980,-1.361,0
285,1926,4,-0.020,,-0.419,-0.574,-0.580,-0.742,,,,0.323,,,11.700,5.950,-1.239,0
286,1926,5,0.011,,-0.340,-0.507,-0.513,-0.684,,,,0.344,,,11.560,5.850,-1.147,0
287,1926,6,0.041,,-0.294,-0.462,-0.471,-0.644,,,,0.351,,,11.750,5.830,-0.904,0
288,1926,7,0.041,,-0.276,-0.452,-0.459,-0.638,,,,0.363,,,11.780,5.850,-0.965,0
289,1926,8,0.255,,-0.178,-0.355,-0.355,-0.535,,,,0.357,,,11.760,5.940,-0.812,0
290,1926,9,0.224,,-0.148,-0.315,-0.318,-0.486,,,,0.338,,,11.700,5.910,-1.056,0
291,1926,10,0.194,,-0.239,-0.401,-0.404,-0.571,,,,0.332,,,11.700,6.100,-0.934,0
292,1926,11,0.681,,-0.349,-0.507,-0.513,-0.675,,,,0.326,,,11.850,5.730,-1.117,0
293,1926,12,-0.020,,-0.419,-0.574,-0.584,-0.748,,,,0.329,,,11.800,5.940,-1.391,0
294,1927,1,-0.081,,-0.538,-0.699,-0.705,-0.873,,,,0.335,,,11.780,5.980,-1.635,0
295,1927,2,0.285,,-0.334,-0.501,-0.507,-0.678,,,,0.344,,,11.610,6.050,-1.239,0
296,1927,3,0.163,,-0.376,-0.541,-0.544,-0.712,,,,0.335,,,11.720,6.080,-1.513,0
297,1927,4,0.133,,-0.334,-0.504,-0.504,-0.675,,,,0.341,,,11.620,5.910,-1.239,0
298,1927,5,0.041,,-0.273,-0.443,-0.449,-0.626,,,,0.354,,,11.740,6.020,-1.025,0
299,1927,6,0.102,,-0.236,-0.404,-0.410,-0.584,,,,0.347,,,11.740,5.920,-0.965,0
300,1927,7,0.163,,-0.248,-0.413,-0.422,-0.593,,,,0.344,,,11.740,5.890,-0.965,0
301,1927,8,0.041,,-0.215,-0.385,-0.388,-0.562,,,,0.347,,,11.820,6.000,-0.904,0
302,1927,9,0.102,,-0.221,-0.388,-0.391,-0.559,,,,0.338,,,11.720,5.940,-0.812,0
303,1927,10,0.407,,-0.233,-0.388,-0.395,-0.556,,,,0.323,,,11.750,5.930,-0.904,0
304,1927,11,0.102,,-0.349,-0.498,-0.507,-0.663,,,,0.314,,,11.630,5.810,-1.025,0
305,1927,12,0.133,,-0.373,-0.532,-0.538,-0.702,,,,0.329,,,11.650,5.880,-1.361,0
306,1928,1,-0.142,,-0.562,-0.727,-0.739,-0.919,,,,0.357,,,11.780,5.950,-1.513,0
307,1928,2,0.163,,-0.459,-0.626,-0.632,-0.806,,,,0.347,,,11.750,6.020,-1.239,0
308,1928,3,-0.111,,-0.422,-0.584,-0.590,-0.757,,,,0.335,,,11.660,5.900,-1.178,0
309,1928,4,0.316,,-0.361,-0.523,-0.532,-0.699,,,,0.338,,,11.620,5.900,-1.117,0
310,1928,5,0.041,,-0.288,-0.452,-0.459,-0.632,,,,0.344,,,11.730,5.930,-1.025,0
311,1928,6,0.194,,-0.209,-0.373,-0.379,-0.553,,,,0.344,,,11.720,6.130,-0.904,0
312,1928,7,0.133,,-0.230,-0.398,-0.404,-0.574,,,,0.344,,,11.810,6.100,-0.934,0
313,1928,8,0.163,,-0.181,-0.358,-0.361,-0.541,,,,0.360,,,11.620,5.930,-1.269,0
314,1928,9,0.895,,-0.190,-0.367,-0.373,-0.553,,,,0.363,,,11.680,5.770,-0.873,0
315,1928,10,0.285,,-0.285,-0.452,-0.459,-0.632,,,,0.347,,,11.800,5.910,-1.086,0
316,1928,11,0.072,,-0.459,-0.620,-0.623,-0.791,,,,0.332,,,11.690,5.840,-1.483,0
317,1928,12,-0.050,,-0.465,-0.623,-0.629,-0.797,,,,0.332,,,11.720,5.840,-1.086,0
318,1929,1,0.011,,-0.608,-0.763,-0.772,-0.937,,,,0.329,,,11.960,5.800,-1.605,0
319,1929,2,-0.142,,-0.428,-0.590,-0.593,-0.754,,,,0.326,,,11.910,5.940,-1.330,0
320,1929,3,0.011,,-0.391,-0.559,-0.568,-0.742,,,,0.351,,,11.660,5.660,-1.605,0
321,1929,4,0.072,,-0.263,-0.431,-0.437,-0.611,,,,0.347,,,11.600,5.990,-1.056,0
322,1929,5,0.194,,-0.309,-0.474,-0.477,-0.648,,,,0.338,,,11.690,5.940,-1.147,0
323,1929,6,0.102,,-0.227,-0.388,-0.398,-0.568,,,,0.341,,,11.820,5.920,-0.995,0
324,1929,7,0.163,,-0.263,-0.440,-0.443,-0.623,,,,0.360,,,11.880,5.990,-0.873,0
325,1929,8,0.072,,-0.245,-0.416,-0.422,-0.602,,,,0.357,,,11.850,6.010,-0.995,0
326,1929,9,0.102,,-0.215,-0.382,-0.391,-0.565,,,,0.351,,,11.830,5.850,-1.056,0
327,1929,10,0.925,,-0.291,-0.456,-0.459,-0.629,,,,0.338,,,11.920,5.950,-0.995,0
328,1929,11,0.011,,-0.352,-0.510,-0.513,-0.678,,,,0.326,,,11.810,6.040,-1.269,0
329,1929,12,0.133,,-0.434,-0.590,-0.596,-0.757,,,,0.323,,,11.820,6.050,-1.178,0
330,1930,1,0.041,,-0.449,-0.611,-0.614,-0.779,,,,0.329,,,11.760,5.950,-1.300,0
331,1930,2,-0.081,,-0.395,-0.556,-0.559,-0.724,,,,0.329,,,11.690,6.150,-1.361,0
332,1930,3,0.133,,-0.413,-0.574,-0.580,-0.745,,,,0.332,,,11.730,5.930,-1.300,0
333,1930,4,-0.020,,-0.391,-0.550,-0.556,-0.718,,,,0.326,,,11.580,5.950,-1.239,0
334,1930,5,0.041,,-0.373,-0.535,-0.541,-0.708,,,,0.335,,,11.690,5.780,-1.056,0
335,1930,6,-0.020,,-0.297,-0.465,-0.471,-0.648,,,,0.351,,,11.950,5.880,-0.873,0
336,1930,7,0.041,,-0.270,-0.440,-0.446,-0.626,,,,0.357,,,11.890,6.020,-0.873,0
337,1930,8,0.255,,-0.224,-0.385,-0.398,-0.568,,,,0.344,,,11.830,6.090,-0.904,0
338,1930,9,0.011,,-0.221,-0.388,-0.395,-0.568,,,,0.347,,,11.830,6.060,-0.812,0
339,1930,10,0.163,,-0.273,-0.428,-0.434,-0.596,,,,0.323,,,11.840,5.990,-1.330,0
340,1930,11,0.011,,-0.443,-0.599,-0.605,-0.763,,,,0.320,,,11.850,5.980,-1.300,0
341,1930,12,-0.020,,-0.468,-0.614,-0.623,-0.776,,,,0.308,,,11.920,5.930,-1.391,0
342,1931,1,-0.111,,-0.480,-0.629,-0.635,-0.794,,,,0.314,,,11.830,5.930,-1.300,0
343,1931,2,-0.203,,-0.468,-0.620,-0.620,-0.772,,,,0.305,,,11.740,5.960,-1.361,0
344,1931,3,0.133,,-0.352,-0.498,-0.501,-0.651,,,,0.299,,,11.670,5.950,-1.117,0
345,1931,4,0.163,,-0.367,-0.523,-0.526,-0.687,,,,0.320,,,11.780,6.140,-1.300,0
346,1931,5,-0.020,,-0.270,-0.434,-0.437,-0.605,,,,0.335,,,11.800,5.910,-0.934,0
347,1931,6,0.102,,-0.239,-0.395,-0.404,-0.568,,,,0.329,,,11.770,6.020,-0.843,0
348,1931,7,0.072,,-0.190,-0.358,-0.364,-0.538,,,,0.347,,,11.740,6.040,-0.782,0
349,1931,8,0.163,,-0.242,-0.413,-0.422,-0.599,,,,0.357,,,11.950,5.920,-0.904,0
350,1931,9,0.072,,-0.236,-0.401,-0.407,-0.577,,,,0.341,,,11.870,5.990,-0.904,0
351,1931,10,0.102,,-0.273,-0.428,-0.434,-0.596,,,,0.323,,,11.880,5.940,-1.025,0
352,1931,11,-0.050,,-0.367,-0.516,-0.526,-0.684,,,,0.317,,,11.800,5.940,-1.208,0
353,1931,12,-0.020,,-0.449,-0.599,-0.611,-0.772,,,,0.323,,,11.750,5.960,-1.483,0
354,1932,1,0.224,,-0.331,-0.477,-0.486,-0.638,,,,0.308,,,11.680,5.900,-1.086,0
355,1932,2,0.011,,-0.340,-0.510,-0.504,-0.672,,,,0.332,,,11.690,5.890,-1.361,0
356,1932,3,0.133,,-0.523,-0.675,-0.681,-0.843,,,,0.320,,,11.700,5.800,-1.666,0
357,1932,4,0.011,,-0.373,-0.535,-0.541,-0.705,,,,0.332,,,11.580,5.880,-1.239,0
358,1932,5,0.041,,-0.315,-0.477,-0.483,-0.651,,,,0.335,,,11.830,5.890,-1.025,0
359,1932,6,0.072,,-0.245,-0.413,-0.419,-0.596,,,,0.351,,,11.850,5.990,-0.812,0
360,1932,7,0.102,,-0.276,-0.443,-0.456,-0.632,,,,0.357,,,11.940,6.060,-0.965,0
361,1932,8,0.102,,-0.218,-0.395,-0.401,-0.584,,,,0.366,,,11.800,5.990,-0.843,0
362,1932,9,0.346,,-0.178,-0.352,-0.358,-0.541,,,,0.363,,,11.900,6.000,-1.117,0
363,1932,10,0.224,,-0.270,-0.437,-0.437,-0.608,,,,0.338,,,11.740,5.940,-1.117,0
364,1932,11,0.468,,-0.276,-0.437,-0.440,-0.605,,,,0.329,,,11.880,5.970,-1.544,0
365,1932,12,0.163,,-0.361,-0.523,-0.529,-0.699,,,,0.338,,,11.730,5.880,-1.208,0
366,1933,1,0.407,,-0.346,-0.510,-0.516,-0.687,,,,0.341,,,11.810,6.080,-1.391,0
367,1933,2,0.011,,-0.486,-0.641,-0.651,-0.812,,,,0.326,,,11.880,5.980,-1.452,0
368,1933,3,0.072,,-0.437,-0.596,-0.602,-0.763,,,,0.326,,,11.920,6.010,-1.727,0
369,1933,4,0.133,,-0.221,-0.385,-0.391,-0.562,,,,0.341,,,11.740,6.020,-1.086,0
370,1933,5,0.194,,-0.206,-0.376,-0.385,-0.565,,,,0.360,,,11.720,5.940,-0.873,0
371,1933,6,0.133,,-0.212,-0.388,-0.395,-0.574,,,,0.363,,,11.890,5.930,-1.056,0
372,1933,7,0.194,,-0.135,-0.315,-0.321,-0.507,,,,0.372,,,11.780,6.120,-0.782,0
373,1933,8,1.839,,-0.105,-0.263,-0.297,-0.489,,,,0.384,,,11.750,5.990,-0.843,0
374,1933,9,0.346,,-0.117,-0.291,-0.294,-0.471,,,,0.354,,,11.780,5.970,-0.782,0
375,1933,10,0.255,,-0.196,-0.367,-0.370,-0.547,,,,0.351,,,11.800,5.960,-0.965,0
376,1933,11,0.072,,-0.382,-0.538,-0.547,-0.715,,,,0.332,,,11.920,5.960,-1.239,0
377,1933,12,0.346,,-0.398,-0.559,-0.568,-0.739,,,,0.341,,,11.900,5.980,-1.483,0
378,1934,1,0.011,,-0.437,-0.599,-0.608,-0.779,,,,0.341,,,11.700,5.980,-1.635,0
379,1934,2,0.102,,-0.565,-0.721,-0.721,-0.879,,,,0.314,,,11.710,5.820,-1.300,0
380,1934,3,0.102,,-0.413,-0.574,-0.580,-0.748,,,,0.335,,,11.880,6.010,-1.147,0
381,1934,4,0.133,,-0.254,-0.422,-0.425,-0.596,,,,0.341,,,11.740,6.100,-1.239,0
382,1934,5,0.102,,-0.288,-0.452,-0.462,-0.635,,,,0.347,,,11.630,5.770,-0.965,0
383,1934,6,0.651,,-0.172,-0.349,-0.355,-0.541,,,,0.369,,,11.830,5.890,-0.812,0
384,1934,7,0.163,,-0.175,-0.355,-0.358,-0.541,,,,0.366,,,11.930,5.920,-0.873,0
385,1934,8,0.133,,-0.215,-0.391,-0.398,-0.577,,,,0.363,,,11.940,6.050,-0.843,0
386,1934,9,0.346,,-0.114,-0.285,-0.288,-0.465,,,,0.351,,,11.720,6.000,-0.782,0
387,1934,10,0.255,,-0.282,-0.437,-0.446,-0.614,,,,0.332,,,11.850,5.910,-1.300,0
388,1934,11,0.102,,-0.376,-0.523,-0.532,-0.690,,,,0.314,,,11.790,5.960,-1.269,0
389,1934,12,0.194,,-0.434,-0.587,-0.596,-0.757,,,,0.323,,,11.900,6.100,-1.117,0
390,1935,1,0.133,,-0.437,-0.602,-0.608,-0.782,,,,0.344,,,11.850,5.920,-1.483,0
391,1935,2,-0.081,,-0.431,-0.605,-0.608,-0.782,,,,0.351,,,11.850,5.980,-1.574,0
392,1935,3,-0.111,,-0.358,-0.526,-0.532,-0.705,,,,0.347,,,11.700,6.000,-1.269,0
393,1935,4,0.163,,-0.279,-0.446,-0.456,-0.629,,,,0.351,,,11.820,5.950,-1.056,0
394,1935,5,-0.020,,-0.288,-0.459,-0.465,-0.641,,,,0.354,,,11.750,5.880,-0.934,0
395,1935,6,0.163,,-0.190,-0.361,-0.364,-0.541,,,,0.351,,,11.810,6.030,-0.782,0
396,1935,7,0.133,,-0.187,-0.364,-0.370,-0.553,,,,0.366,,,11.820,6.100,-0.782,0
397,1935,8,0.163,,-0.160,-0.331,-0.334,-0.510,,,,0.351,,,11.700,6.020,-0.873,0
398,1935,9,0.133,,-0.187,-0.355,-0.358,-0.529,,,,0.341,,,11.890,6.130,-0.843,0
399,1935,10,0.163,,-0.257,-0.416,-0.425,-0.590,,,,0.332,,,11.860,5.890,-1.117,0
400,1935,11,0.224,,-0.239,-0.395,-0.404,-0.568,,,,0.329,,,11.780,5.980,-1.269,0
401,1935,12,0.163,,-0.452,-0.602,-0.614,-0.779,,,,0.326,,,11.890,5.870,-1.422,0
402,1936,1,0.072,,-0.437,-0.605,-0.614,-0.794,,,,0.357,,,11.700,5.970,-1.330,0
403,1936,2,0.133,,-0.370,-0.526,-0.532,-0.693,,,,0.323,,,11.680,5.930,-1.147,0
404,1936,3,0.346,,-0.187,-0.358,-0.370,-0.553,,,,0.366,,,11.740,5.990,-0.873,0
405,1936,4,0.255,,-0.300,-0.474,-0.480,-0.663,,,,0.363,,,11.790,6.000,-1.086,0
406,1936,5,0.163,,-0.285,-0.456,-0.462,-0.635,,,,0.351,,,11.840,5.930,-1.147,0
407,1936,6,0.468,,-0.187,-0.361,-0.364,-0.544,,,,0.357,,,11.920,6.110,-0.843,0
408,1936,7,0.163,,-0.160,-0.340,-0.346,-0.529,,,,0.369,,,11.910,6.230,-0.843,0
409,1936,8,0.255,,-0.196,-0.373,-0.382,-0.565,,,,0.369,,,11.870,6.060,-0.873,0
410,1936,9,0.194,,-0.169,-0.358,-0.358,-0.550,,,,0.381,,,11.880,5.990,-1.970,0
411,1936,10,0.316,,-0.175,-0.358,-0.358,-0.541,,,,0.366,,,11.700,6.010,-1.056,0
412,1936,11,0.072,,-0.401,-0.556,-0.571,-0.742,,,,0.341,,,11.850,5.980,-1.666,0
413,1936,12,0.194,,-0.376,-0.541,-0.544,-0.712,,,,0.335,,,11.900,5.960,-1.239,0
414,1937,1,0.194,,-0.267,-0.431,-0.440,-0.611,,,,0.344,,,11.760,5.940,-0.965,0
415,1937,2,0.316,,-0.312,-0.483,-0.489,-0.666,,,,0.354,,,11.850,5.990,-1.422,0
416,1937,3,-0.050,,-0.434,-0.602,-0.605,-0.779,,,,0.344,,,11.690,5.820,-1.178,0
417,1937,4,0.590,,-0.187,-0.361,-0.361,-0.538,,,,0.351,,,11.710,5.750,-1.086,0
418,1937,5,0.133,,-0.190,-0.361,-0.367,-0.544,,,,0.354,,,11.740,6.050,-0.843,0
419,1937,6,0.224,,-0.196,-0.349,-0.367,-0.538,,,,0.341,,,11.710,5.990,-0.873,0
420,1937,7,0.255,,-0.142,-0.318,-0.331,-0.516,,,,0.375,,,11.810,6.060,-0.812,0
421,1937,8,0.102,,-0.166,-0.349,-0.355,-0.544,,,,0.378,,,11.820,5.920,-0.751,0
422,1937,9,0.133,,-0.172,-0.355,-0.355,-0.535,,,,0.363,,,11.820,5.990,-0.843,0
423,1937,10,0.255,,-0.172,-0.343,-0.349,-0.523,,,,0.351,,,11.840,5.920,-0.934,0
424,1937,11,0.438,,-0.288,-0.452,-0.459,-0.632,,,,0.344,,,11.830,5.800,-1.117,0
425,1937,12,0.316,,-0.349,-0.510,-0.520,-0.687,,,,0.338,,,11.700,5.930,-1.086,0
426,1938,1,0.468,,-0.270,-0.437,-0.440,-0.608,,,,0.338,,,11.680,6.040,-1.086,0
427,1938,2,0.072,,-0.349,-0.510,-0.520,-0.693,,,,0.344,,,11.760,5.890,-1.452,0
428,1938,3,0.163,,-0.273,-0.446,-0.446,-0.620,,,,0.347,,,11.810,6.000,-1.056,0
429,1938,4,0.072,,-0.267,-0.446,-0.446,-0.629,,,,0.363,,,11.610,5.640,-1.239,0
430,1938,5,0.194,,-0.209,-0.388,-0.391,-0.577,,,,0.369,,,11.710,5.770,-0.934,0
431,1938,6,0.133,,-0.199,-0.376,-0.379,-0.556,,,,0.357,,,11.840,5.890,-0.904,0
432,1938,7,0.102,,-0.181,-0.367,-0.367,-0.556,,,,0.375,,,11.800,5.990,-0.721,0
433,1938,8,0.041,,-0.206,-0.385,-0.391,-0.574,,,,0.369,,,11.840,5.940,-0.873,0
434,1938,9,0.285,,-0.196,-0.373,-0.379,-0.562,,,,0.366,,,11.910,6.060,-1.269,0
435,1938,10,0.102,,-0.178,-0.346,-0.349,-0.520,,,,0.341,,,11.840,5.910,-1.269,0
436,1938,11,0.133,,-0.248,-0.422,-0.422,-0.599,,,,0.351,,,11.850,5.980,-1.086,0
437,1938,12,0.133,,-0.343,-0.501,-0.504,-0.666,,,,0.323,,,11.720,5.870,-1.056,0
438,1939,1,0.072,,-0.379,-0.538,-0.547,-0.715,,,,0.335,,,11.810,5.870,-1.483,0
439,1939,2,0.316,,-0.306,-0.474,-0.483,-0.657,,,,0.351,,,11.810,5.930,-1.086,0
440,1939,3,0.133,,-0.260,-0.428,-0.434,-0.608,,,,0.347,,,11.690,5.940,-1.056,0
441,1939,4,0.194,,-0.260,-0.428,-0.440,-0.623,,,,0.363,,,11.710,5.930,-1.330,0
442,1939,5,0.194,,-0.166,-0.337,-0.343,-0.523,,,,0.357,,,11.840,5.940,-0.843,0
443,1939,6,0.224,,-0.135,-0.315,-0.318,-0.504,,,,0.369,,,11.770,5.880,-0.751,0
444,1939,7,0.194,,-0.145,-0.327,-0.331,-0.520,,,,0.375,,,11.900,6.020,-0.843,0
445,1939,8,0.407,,-0.154,-0.340,-0.343,-0.529,,,,0.375,,,11.820,5.960,-0.995,0
446,1939,9,0.346,,-0.087,-0.270,-0.270,-0.456,,,,0.369,,,11.920,6.000,-0.995,0
447,1939,10,0.072,,-0.227,-0.398,-0.401,-0.574,,,,0.347,,,11.880,5.950,-1.025,0
448,1939,11,0.102,,-0.324,-0.480,-0.486,-0.648,,,,0.323,,,12.020,6.080,-1.025,0
449,1939,12,-0.020,,-0.422,-0.580,-0.590,-0.757,,,,0.335,,,11.910,5.940,-1.452,0
450,1940,1,0.285,,-0.465,-0.629,-0.632,-0.800,,,,0.335,,,11.740,5.720,-1.239,0
451,1940,2,0.255,,-0.312,-0.483,-0.489,-0.663,,,,0.351,,,11.780,5.760,-1.787,0
452,1940,3,0.102,,-0.349,-0.513,-0.513,-0.678,,,,0.329,,,11.640,5.730,-1.300,0
453,1940,4,0.102,,-0.260,-0.425,-0.434,-0.608,,,,0.347,,,11.710,6.070,-1.239,0
454,1940,5,0.316,,-0.139,-0.312,-0.318,-0.498,,,,0.360,,,11.820,6.100,-0.843,0
455,1940,6,0.194,,-0.157,-0.337,-0.343,-0.526,,,,0.369,,,12.010,6.090,-0.873,0
456,1940,7,0.133,,-0.199,-0.376,-0.385,-0.571,,,,0.372,,,11.960,6.020,-0.934,0
457,1940,8,0.194,,-0.090,-0.270,-0.276,-0.459,,,,0.369,,,11.820,5.940,-0.721,0
458,1940,9,0.102,,-0.175,-0.349,-0.355,-0.532,,,,0.357,,,12.040,6.040,-1.269,0
459,1940,10,0.163,,-0.190,-0.364,-0.367,-0.544,,,,0.354,,,11.910,6.030,-0.965,0
460,1940,11,0.194,,-0.318,-0.480,-0.483,-0.651,,,,0.332,,,12.020,5.930,-1.025,0
461,1940,12,0.316,,-0.285,-0.449,-0.456,-0.626,,,,0.341,,,11.910,6.030,-1.056,0
462,1941,1,0.102,,-0.346,-0.504,-0.507,-0.669,,,,0.323,,,11.900,6.040,-1.178,0
463,1941,2,-0.020,,-0.489,-0.651,-0.654,-0.821,,,,0.332,,,11.850,5.990,-1.300,0
464,1941,3,-0.020,,-0.465,-0.620,-0.626,-0.788,,,,0.323,,,11.840,5.840,-1.483,0
465,1941,4,0.224,,-0.218,-0.388,-0.391,-0.565,,,,0.347,,,11.740,6.030,-1.086,0
466,1941,5,0.041,,-0.282,-0.456,-0.459,-0.635,,,,0.354,,,11.940,6.080,-1.056,0
467,1941,6,0.285,,-0.160,-0.331,-0.337,-0.510,,,,0.351,,,11.980,6.030,-0.873,0
468,1941,7,0.224,,-0.145,-0.321,-0.331,-0.513,,,,0.369,,,12.060,6.140,-0.934,0
469,1941,8,0.102,,-0.203,-0.376,-0.385,-0.565,,,,0.363,,,12.020,6.070,-0.965,0
470,1941,9,0.316,,-0.184,-0.355,-0.361,-0.535,,,,0.351,,,11.930,5.940,-0.965,0
471,1941,10,0.102,,-0.239,-0.407,-0.410,-0.584,,,,0.344,,,11.800,6.000,-0.995,0
472,1941,11,0.194,,-0.309,-0.468,-0.471,-0.632,,,,0.323,,,11.890,5.890,-0.995,0
473,1941,12,0.194,,-0.382,-0.535,-0.544,-0.705,,,,0.323,,,11.770,5.970,-1.208,0
474,1942,1,0.346,,-0.385,-0.541,-0.547,-0.708,,,,0.323,,,11.900,5.850,-1.147,0
475,1942,2,0.072,,-0.486,-0.638,-0.641,-0.794,,,,0.308,,,11.730,5.710,-1.361,0
476,1942,3,0.163,,-0.276,-0.434,-0.443,-0.611,,,,0.335,,,11.710,5.840,-1.025,0
477,1942,4,0.133,,-0.242,-0.416,-0.416,-0.590,,,,0.347,,,11.830,5.890,-0.873,0
478,1942,5,0.468,,-0.157,-0.334,-0.337,-0.513,,,,0.357,,,11.760,6.100,-0.812,0
479,1942,6,0.194,,-0.120,-0.294,-0.300,-0.483,,,,0.363,,,11.910,6.080,-0.873,0
480,1942,7,0.285,,-0.148,-0.334,-0.331,-0.516,,,,0.369,,,11.890,5.980,-0.812,0
481,1942,8,0.620,,-0.111,-0.294,-0.294,-0.480,,,,0.369,,,12.040,6.040,-0.843,0
482,1942,9,0.499,,-0.102,-0.273,-0.276,-0.449,,,,0.347,,,12.010,6.230,-1.025,0
483,1942,10,0.255,,-0.084,-0.245,-0.245,-0.410,,,,0.326,,,11.860,6.070,-0.782,0
484,1942,11,0.224,,-0.263,-0.428,-0.428,-0.596,,,,0.332,,,11.740,6.130,-1.239,0
485,1942,12,0.377,,-0.361,-0.529,-0.532,-0.705,,,,0.344,,,11.940,6.010,-1.300,0
486,1943,1,-0.020,,-0.349,-0.520,-0.523,-0.696,,,,0.347,,,11.960,6.080,-1.300,0
487,1943,2,0.224,,-0.358,-0.532,-0.538,-0.721,,,,0.363,,,11.790,5.920,-1.422,0
488,1943,3,0.072,,-0.343,-0.510,-0.520,-0.693,,,,0.351,,,11.950,6.150,-1.086,0
489,1943,4,0.255,,-0.291,-0.474,-0.483,-0.672,,,,0.381,,,11.920,5.970,-1.422,0
490,1943,5,0.194,,-0.218,-0.391,-0.398,-0.577,,,,0.360,,,11.880,6.110,-1.208,0
491,1943,6,0.102,,-0.151,-0.327,-0.337,-0.523,,,,0.372,,,11.990,6.230,-0.995,0
