,year,month,highest,MHHW,MHW,MSL,MTL,MLW,MLLW,DTL,GT,MN,DHQ,DLQ,HWI,LWI,lowest,inferred
187,1918,2,0.151,,-0.197,-0.358,-0.361,-0.526,,,,0.329,,,11.660,5.940,-1.221,0
188,1918,3,0.273,,-0.120,-0.279,-0.285,-0.450,,,,0.329,,,11.690,5.880,-1.129,0
189,1918,4,0.517,,-0.001,-0.169,-0.172,-0.346,,,,0.344,,,11.680,5.990,-0.642,0
190,1918,5,0.364,,-0.047,-0.221,-0.227,-0.404,,,,0.357,,,11.820,5.990,-0.794,0
191,1918,6,0.608,,0.041,-0.126,-0.136,-0.315,,,,0.357,,,11.790,5.940,-0.824,0
192,1918,7,0.242,,0.017,-0.154,-0.160,-0.340,,,,0.357,,,11.730,5.980,-0.733,0
193,1918,8,0.334,,0.044,-0.129,-0.129,-0.303,,,,0.347,,,11.680,5.940,-0.550,0
194,1918,9,0.364,,0.017,-0.151,-0.154,-0.322,,,,0.338,,,11.650,5.970,-0.824,0
195,1918,10,0.486,,0.005,-0.160,-0.163,-0.331,,,,0.335,,,11.820,5.940,-0.916,0
196,1918,11,0.364,,-0.093,-0.242,-0.248,-0.404,,,,0.311,,,11.820,5.880,-0.855,0
197,1918,12,0.364,,-0.084,-0.239,-0.245,-0.404,,,,0.320,,,11.640,6.120,-1.343,0
198,1919,1,0.151,,-0.221,-0.376,-0.376,-0.532,,,,0.311,,,11.730,6.030,-1.038,0
199,1919,2,0.273,,-0.166,-0.322,-0.322,-0.477,,,,0.311,,,11.610,5.850,-0.916,0
200,1919,3,0.486,,-0.160,-0.318,-0.331,-0.498,,,,0.338,,,11.710,5.990,-1.678,0
201,1919,4,0.273,,-0.096,-0.254,-0.258,-0.422,,,,0.326,,,11.710,5.750,-0.916,0
202,1919,5,0.395,,0.081,-0.084,-0.093,-0.264,,,,0.344,,,11.600,5.850,-0.581,0
203,1919,6,0.547,,0.123,-0.041,-0.047,-0.218,,,,0.341,,,11.770,5.950,-0.581,0
204,1919,7,0.486,,0.111,-0.062,-0.065,-0.242,,,,0.354,,,11.790,5.910,-0.520,0
205,1919,8,0.425,,0.090,-0.090,-0.093,-0.273,,,,0.363,,,11.670,5.940,-0.885,0
206,1919,9,0.547,,0.056,-0.111,-0.111,-0.282,,,,0.338,,,11.760,5.950,-0.581,0
207,1919,10,0.517,,0.081,-0.090,-0.093,-0.264,,,,0.344,,,11.750,5.980,-0.611,0
208,1919,11,0.547,,0.026,-0.129,-0.136,-0.297,,,,0.323,,,11.570,5.990,-0.763,0
209,1919,12,0.395,,-0.151,-0.315,-0.318,-0.483,,,,0.332,,,11.720,5.760,-1.068,0
210,1920,1,0.212,,-0.206,-0.376,-0.379,-0.556,,,,0.351,,,11.820,5.930,-1.129,0
211,1920,2,0.273,,-0.181,-0.352,-0.352,-0.523,,,,0.341,,,11.750,6.020,-1.190,0
212,1920,3,0.242,,-0.221,-0.392,-0.398,-0.575,,,,0.354,,,11.870,5.970,-1.251,0
213,1920,4,0.395,,0.011,-0.163,-0.166,-0.346,,,,0.357,,,11.620,5.910,-0.916,0
214,1920,5,0.303,,0.011,-0.154,-0.163,-0.337,,,,0.347,,,11.630,5.790,-0.733,0
215,1920,6,0.395,,0.026,-0.154,-0.154,-0.337,,,,0.363,,,11.760,5.950,-0.611,0
216,1920,7,0.303,,-0.014,-0.187,-0.190,-0.367,,,,0.354,,,11.850,5.900,-0.642,0
