GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_area_flood,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24000504113033,501,180000,1493.10179640719,37.7664670658683,1.84231536926148,1.93812375249501,0,0.194212029649117,0.801191911353832,0.62746125029484,0.371966778330512,1,937.514333629837
G24000504113034,317,215000,1656.41324921136,54.1072555205047,1.63406940063092,1.72870662460568,0,0.239925193997463,0.701209910329984,0.72690780782438,0.288042583043264,1,35679.6616572913
G24000504113061,307,181500,1688.91856677524,26.7361563517915,2.24104234527687,1.86319218241042,0,0.249023887925408,0.86868146610633,0.437051681170173,0.341937850972277,1,6562.05792705632
G24000504113062,1308,167250,1411.54587155963,37.006880733945,1.94189602446483,1.71483180428135,0,0.171383383328714,0.805839481550759,0.579907132336966,0.28248223016186,1,14250.4430611675
G24000504113063,516,196900,1468.51744186047,35.1065891472868,1.8343023255814,1.93410852713178,0,0.187330524277048,0.817466518758315,0.631287829097581,0.370357671373015,1,17506.381412493
G24000504113071,864,153580,1233.92361111111,37.6365740740741,2,1.58101851851852,0,0.121664423363644,0.801986668673811,0.552159942877544,0.22885637615663,1,27596.7122875912
G24000504113072,469,159500,1286.3368869936,34.7206823027719,2,1.50959488272921,0.140294057031655,0.136335633822623,0.819827710730815,0.552159942877544,0.200233258179027,0.778498099171877,33724.1642034758
G24000504113081,429,230000,2400.40093240093,29.7482517482518,1.88461538461538,2.07925407925408,0,0.448177773046969,0.850251796947535,0.60726114299838,0.428524946343113,1,-36507.2245216774
G24000504113082,413,2e+05,1541.4818401937,32.1622276029056,1.9455205811138,1.97336561743341,0,0.207754281921193,0.835481754667044,0.578176248019343,0.386090003040863,1,16621.2066409772
G24000504113083,601,205700,1702.43926788686,39.6056572379368,1.93594009983361,1.93011647254576,0,0.252808521650766,0.789938726467602,0.582751346827048,0.368757850135604,1,17052.7120934951
G24000504113091,723,272000,2375.62517289073,34.1853388658368,1.62724757952974,2.12724757952974,0.000377385202505316,0.441242690743201,0.823103238604414,0.730165525748313,0.447758406042653,0.999404169061271,-7666.40562241842
G24000504113092,1268,250000,2110.39589905363,23.846214511041,2.03470031545741,2.06230283911672,0,0.367001299972851,0.886363732104872,0.535589024649827,0.421731714089442,1,12983.0550078765
G24000504113093,1163,437575,3077.29664660361,18.1857265692175,1.96130696474635,2.59243336199484,0,0.637650369724818,0.920997734788769,0.570637559427093,0.634182233195339,1,78883.5689840383
G24000504114041,1149,189000,1764.72062663185,38.2053959965187,1.87815491731941,1.90774586597041,0,0.270241946798005,0.798506300869643,0.610346298676744,0.359792799502707,1,-8060.13253753363
G24000504114042,298,170500,1514.9932885906,58.1677852348993,1.5503355704698,1.64429530201342,0,0.200339765106905,0.676365338895197,0.766894373773508,0.254214632134535,1,6187.08324664678
G24000504114061,513,254000,2272.02144249513,40.2222222222222,1.57407407407407,2,0.00304522906407292,0.412242554663614,0.786166240148399,0.755558200113716,0.396763767629281,0.9951920698537,-7634.44771053556
G24000504114062,358,214500,1663.54748603352,49.2346368715084,1.58519553072626,1.76815642458101,0,0.241922166865879,0.731023291985662,0.750247218172281,0.30385214337169,1,25270.8552010546
G24000504114063,558,205000,1529.64874551971,34.7885304659498,1.81272401433692,1.88172043010753,0,0.204442032888479,0.819412578062085,0.641592416430896,0.349363071123725,1,22228.7481815809
G24000504114071,547,164900,1543.27970749543,61.7733089579525,1.68647166361974,1.45155393053016,0,0.208257530174938,0.654304746312988,0.701883435466701,0.176973268625619,1,21405.6829397652
G24000504114072,171,140000,1311.68421052632,45.8245614035088,1.83040935672515,1.50292397660819,0.0904752930887794,0.143430704906406,0.751888023811757,0.633146891983022,0.197559883590777,0.857153967736321,10131.6576554093
G24000504114073,633,147000,1327.24170616114,38.4597156398104,1.96366508688784,1.52448657187994,0,0.14778546596322,0.796950232329464,0.56951145297352,0.206201122608449,1,15242.9732787755
G24000504114074,559,123000,1114.81932021467,44.5581395348837,2,1.10733452593918,0.0086778312547155,0.0883254631691558,0.759636694747496,0.552159942877544,0.0390268798860097,0.986299090933328,41856.0244344244
G24000504114075,237,132900,1204.52742616034,34.7848101265823,2,1.40084388185654,0.20419393634581,0.11343601922667,0.819435341160419,0.552159942877544,0.156651148506771,0.677610399220485,21774.3003846057
G24000504114081,240,129395,1172.28333333333,39.9041666666667,2,1.35416666666667,0,0.104410445763481,0.788112280326906,0.552159942877544,0.137945191823371,1,24359.3388987382
G24000504114082,180,148500,1332.10555555556,47.3333333333333,1.81944444444444,1.51111111111111,0,0.149146925572543,0.742656520873497,0.638383117140704,0.200840888739646,1,15399.2620722558
G24000504114083,584,173000,1389.27397260274,31.347602739726,1.95890410958904,1.95205479452055,0,0.165149166683865,0.84046608110457,0.571785027852088,0.37754966213419,1,3679.24248948764
G24000504114091,300,209543.5,1787.07666666667,33.5133333333333,1.96333333333333,1.90666666666667,0,0.276499715709749,0.827214940926815,0.569669879804832,0.359360308932169,1,12187.3571759989
G24000504114092,635,171000,1480.4157480315,35.7102362204724,1.9259842519685,1.63149606299213,0,0.190661026921682,0.813773071379271,0.587505699595476,0.249085319905025,1,15468.8049276637
G24000504114093,1255,159900,1353.30597609562,31.2318725099602,2,1.78406374501992,0,0.155081220392417,0.841174182796423,0.552159942877544,0.310227023404033,1,6381.3967374016
G24000504114101,464,177875,1852.37715517241,35.4245689655172,1.96228448275862,2.04956896551724,0,0.294778237588248,0.815520941982743,0.570170751825087,0.416628597140525,1,-32266.6304973712
G24000504114102,597,172900,1575.5594639866,37.2194304857621,1.97654941373534,2.02010050251256,0,0.217293086397531,0.804538984358546,0.563358623415782,0.404819071009851,1,-10257.8377962418
G24000504114103,548,170400,1543.76459854015,33.5419708029197,1.85675182481752,1.91240875912409,0,0.2083932579738,0.827039721014909,0.620567211397389,0.361661460197164,1,-13732.3709166097
G24000504201001,562,100500,1062.16192170819,70.3754448398577,1.40836298932384,1.29181494661922,0.0481746557706761,0.0735859193664949,0.601672111055545,0.834692490353598,0.112957656264564,0.9239399155551,-2733.82420640947
G24000504201002,522,89750,1040.18199233716,70.2816091954023,1.65708812260536,1.18199233716475,0,0.067433429100504,0.60224624953889,0.715915361372033,0.068946098013787,1,9466.39537443907
G24000504201003,267,124500,1113.56179775281,66.4157303370787,1.14044943820225,1.36704119850187,0.112547819316037,0.0879734650086858,0.625899839146515,0.962632928047367,0.143104677749187,0.822304975420752,-6093.5023436099
G24000504202001,722,93500,986.310249307479,66.2839335180055,2,1.17313019390582,0,0.0523539732475157,0.626706245137027,0.552159942877544,0.065394582199286,1,36043.7961659924
G24000504202002,477,224335,1540.2641509434,34.2389937106918,2.33962264150943,1.78616352201258,0,0.207413433634874,0.822774948524158,0.389975278370932,0.311068511854227,1,78458.9437279653
G24000504203011,534,85000,989.314606741573,61.1142322097378,2,1.0749063670412,0,0.0531949349975198,0.658337343167033,0.552159942877544,0.0260312516506818,1,29262.7225286872
G24000504203021,315,89000,1045.37777777778,61.0761904761905,2,1.17142857142857,0,0.0688878022610337,0.658570103578383,0.552159942877544,0.0647126547059389,1,22624.6426205635
G24000504203022,489,90000,1070.38854805726,62.3374233128834,2,1.13701431492843,0,0.0758886673726536,0.650853182016146,0.552159942877544,0.0509210951888491,1,24696.0466910091
G24000504203031,460,118677.5,1281.39130434783,64.1891304347826,1.68586956521739,1.28260869565217,0,0.134951295930804,0.639523411493043,0.702170963786225,0.109268238823839,1,9157.79692455461
G24000504204011,916,73000,1009.62008733624,66.099344978166,2,1.10480349344978,0,0.0588787235846523,0.627835660136215,0.552159942877544,0.0380125652162438,1,17704.7899396584
G24000504204012,412,84950,1179.40776699029,53.2912621359223,1.98179611650485,1.33980582524272,0,0.106404674588571,0.706202610139988,0.560853093382045,0.132190065333481,1,-10237.397011566
G24000504204013,442,78675,1044.13574660633,64.3619909502263,2,1.09502262443439,0,0.0685401403298523,0.638465755047637,0.552159942877544,0.0340928688208249,1,19752.2323687742
G24000504204014,373,89900,1095.22520107239,63.916890080429,2,1.16353887399464,0,0.0828407946218352,0.641189128876466,0.552159942877544,0.0615508478619799,1,22160.4174952172
G24000504204021,493,102000,1133.12778904665,64.8701825557809,1.7474645030426,1.33265720081136,0,0.093450260177034,0.635356357127951,0.672756687158238,0.129325244490701,1,5938.11942028755
G24000504204022,447,91080,1132.39821029083,67.758389261745,1.84004474272931,1.23713646532438,0,0.0932460408586859,0.617684707645771,0.628545573768397,0.0910451814424347,1,8969.40816282242
G24000504205001,1010,83000,971.965346534654,66.2316831683168,1.99653465346535,1.13465346534653,0,0.0483386339265096,0.627025941737382,0.553814797402625,0.0499749815478526,1,28857.6082503606
G24000504205002,681,110900,1198.25403817915,59.7709251101322,1.73274596182085,1.49192364170338,0,0.111680010013103,0.666556440561321,0.679785434297904,0.193151484602208,1,-5368.06305784697
G24000504206001,812,86050,1166.72290640394,68.9039408866995,1.83497536945813,1.39901477832512,0,0.102854004340018,0.610675587855926,0.630966421211284,0.155918132809735,1,-8320.37171931547
G24000504206002,489,79900,1026.99386503067,67.3456032719836,2,1.0838445807771,0,0.0637418874440141,0.620210361127274,0.552159942877544,0.0296132528110026,1,25461.2964616308
G24000504206003,423,85000,1103.13475177305,69.5059101654846,1.92789598108747,1.1725768321513,0,0.0850547887103856,0.60699240615298,0.586592765332881,0.065172821732897,1,16080.2786581214
G24000504207011,772,109950,1151.2810880829,68.2940414507772,1.71826424870466,1.32512953367876,0,0.0985316229844776,0.614407290655709,0.686701085659637,0.126308521776273,1,13793.1832428681
G24000504207021,844,115725,1250.29146919431,75.7464454976303,1.55983412322275,1.34478672985782,0,0.126246016226485,0.568809352030466,0.762358399420654,0.134186169548251,1,6402.57390688711
G24000504208001,456,89250,1069.01535087719,70.859649122807,1.82127192982456,1.2609649122807,0,0.0755042902374484,0.598709480871084,0.637510412947757,0.100594463566152,1,12215.9739427435
G24000504208002,399,116000,1325.82706766917,69.390977443609,1.63157894736842,1.3734335839599,0,0.14738948882404,0.607695628249524,0.728097108175652,0.145666434807637,1,-1998.54456057122
G24000504208003,546,97400,1262.05311355311,74.7197802197802,1.63644688644689,1.43589743589744,0,0.129538265314645,0.57509105925323,0.725772454369384,0.17069890737201,1,-14660.0110011971
G24000504209001,594,94000,1397.71043771044,66.2929292929293,1.90909090909091,1.42592592592593,0,0.167510651499322,0.626651203999928,0.595573009639415,0.166702811357361,1,-18645.7328155982
G24000504209002,725,87000,1063.16413793103,96.3613793103448,1.97862068965517,1.28,0,0.0738664537327076,0.442675760662385,0.562369498578094,0.108222800537273,1,39224.2255465207
G24000504209003,244,78750,1024.84836065574,100.008196721311,2.00204918032787,1.1844262295082,0,0.0631413307015595,0.420362510409543,0.551181369651354,0.0699214836395865,1,44398.3641693261
G24000504210001,692,63000,1146.04046242775,92.6199421965318,1.91835260115607,1.29190751445087,0,0.0970646984194897,0.46556794670239,0.591150146623935,0.112994752947433,1,970.805834014861
G24000504211011,718,80000,1292.38579387187,75.3356545961003,1.86629526462396,1.83844011142061,0,0.138028807629517,0.571322798456345,0.616009801513387,0.332018425276541,1,-44923.6028932384
G24000504211012,502,1e+05,1317.94621513944,81.6832669322709,1.88147410358566,1.50199203187251,0,0.145183527755721,0.53248458787331,0.608761242072055,0.197186405486182,1,-206.623131164057
G24000504211021,624,105000,1245.62820512821,69.7179487179487,1.62660256410256,1.29166666666667,0,0.124940703261635,0.605695036761753,0.730473548824138,0.112898232874412,1,-1356.64015316292
G24000504211022,559,78000,969.296958855098,71.1055456171735,1.98926654740608,1.12701252236136,0,0.0475917148192081,0.597204949824754,0.55728563591204,0.0469128633833564,1,27987.7290549123
G24000504212001,545,104474,1219.03302752294,71.6678899082569,1.39357798165138,1.42201834862385,0,0.117496340335044,0.59376421575963,0.841752978130353,0.165136844504963,1,-20488.9718769673
G24000504212002,383,1e+05,1293.95039164491,72.4751958224543,1.52480417754569,1.3420365535248,0,0.138466760473056,0.588824670708672,0.779086730494424,0.133084032688804,1,-17508.8414724179
G24000504213001,319,81900,1205.32601880878,71.4012539184953,1.71473354231975,1.36363636363636,0,0.113659556500747,0.59539564253413,0.68838715237169,0.141740185603517,1,-18845.745646669
G24000504213003,265,50500,1222.82641509434,82.6716981132075,1.77547169811321,1.32830188679245,0,0.118558162678248,0.526436818047591,0.659382026634693,0.127579846547639,1,-36802.9629306007
G24000504301012,689,91000,1123.69956458636,63.6139332365748,1.86792452830189,1.22060957910015,0.0107024852816153,0.090811168019894,0.643042786767975,0.615231756852337,0.0844220095894324,0.983102485710226,9224.55112631401
G24000504301041,372,132000,1288.04301075269,68.6801075268817,1.38037634408602,1.55645161290323,0.0034487070386609,0.136813201773054,0.612045124416086,0.848057337433252,0.219011155733443,0.994555042596777,-10117.0033840381
G24000504301042,641,134837,1319.38845553822,66.8861154446178,1.42511700468019,1.67706708268331,0.00135028499533092,0.145587231055442,0.62302176233681,0.82669171529446,0.267347967256501,0.997868115731673,-16062.9143972799
G24000504302001,262,129950,1228.19847328244,65.8129770992367,1.54580152671756,1.41603053435115,0,0.120061877051153,0.629587817545497,0.769059577958799,0.162737219892443,1,9266.68155832859
G24000504302002,565,120000,1324.91504424779,59.9557522123894,1.57610619469027,1.50442477876106,0.0148953996596217,0.147134200686954,0.665425565905033,0.754587773645948,0.198161332069394,0.976482543822535,-16693.6912033287
G24000504302003,252,121750,1308.90873015873,75.75,1.4781746031746,1.51984126984127,0,0.142653809054888,0.568787603614803,0.801354391572171,0.204339511576961,1,-8257.30960470187
G24000504303001,665,79000,1071.71428571429,61.9007518796993,2,1.05112781954887,0,0.0762597599222441,0.653524979879566,0.552159942877544,0.0165019668041831,1,18559.0593228575
G24000504303002,696,68500,1040.87068965517,65.3117816091954,2,1.01580459770115,0,0.067626205131479,0.632654409352714,0.552159942877544,0.00234613820314491,1,15510.4706781863
G24000504303003,487,1e+05,1227.42915811088,70.1663244353183,1.67967145790554,1.35934291581109,0.0527624252886584,0.11984653495316,0.602951625600317,0.705130831098017,0.14001958062065,0.916696560488641,-4522.00587610798
G24000504303004,201,91988,1147.13930348259,74.3880597014925,1.60945273631841,1.32835820895522,0,0.0973722794303139,0.577120709247852,0.738663341628168,0.12760241773002,1,-5841.44967259337
G24000504304001,420,129700,1286.34761904762,70.4357142857143,1.69047619047619,1.55238095238095,0.086658826055075,0.136338637874945,0.601303349180065,0.699971098757247,0.217379833061499,0.863179559413541,9820.2861824653
G24000504304002,369,160000,1472.56910569106,66.479674796748,1.58672086720867,1.66937669376694,0.0156235914797896,0.18846464176478,0.625508591499568,0.749518803292281,0.264266033568663,0.975332845283998,6756.97338537272
G24000504304003,581,149900,1460.67297762478,65.3132530120482,1.62306368330465,1.69535283993115,0.266658751164625,0.185134748802193,0.632645406494502,0.732163519175903,0.2746760090347,0.578988436822447,1681.46568257582
G24000504306001,595,185000,1573.77647058824,57.163025210084,1.85042016806723,1.6655462184874,0.0145179946415037,0.216794001557785,0.682513017638404,0.623590854406739,0.262730965455356,0.97707840604695,32359.0630535715
G24000504306002,218,185000,2035.40366972477,89.1651376146789,1.78669724770642,1.8394495412844,0.0305505283839954,0.346009924014242,0.486706356039181,0.654021335761475,0.332422955650304,0.951765596836139,5335.47919790958
G24000504307001,343,155000,1508.02623906706,81.2128279883382,1.73469387755102,1.70845481049563,0.35023496605527,0.198389590306398,0.535362994083911,0.678855219345861,0.279926641336761,0.447034946746095,23014.2468031878
G24000504307002,939,186640,1331.21192758253,51.3269435569755,1.94142705005325,1.44408945686901,0.00278027948526728,0.148896786579254,0.718221399974802,0.580131088128802,0.173981870779755,0.995610382906803,68469.2192198959
G24000504307003,664,153250,1119.20030120482,67.2123493975904,1.8539156626506,1.34487951807229,0,0.0895517611450231,0.621025682189841,0.621921602869887,0.134223354549831,1,65970.0231704925
G24000504308001,498,145000,1372.06224899598,76.359437751004,1.75803212851406,1.65461847389558,0.0616733119109566,0.160331364034731,0.56505872565925,0.667710183827061,0.258351657132223,0.902627694232548,20135.2428466108
G24000504308002,545,162000,1170.07706422018,60.4128440366973,2,1.15596330275229,0,0.10379288011922,0.662628824770246,0.552159942877544,0.0585149275112291,1,85758.8932756387
G24000504308003,416,147750,1297.84375,70.9134615384615,1.79567307692308,1.48317307692308,0.0118297282562389,0.139556566039643,0.598380226685339,0.649734984758191,0.189644684012889,0.981322749156467,36737.9325290792
G24000504309001,538,130425,1522.85873605948,81.5334572490706,1.7592936802974,1.71933085501859,0.00104027733340259,0.202541414082799,0.533401206550597,0.66710773767733,0.284285230787859,0.998357568298954,-7751.59650798803
G24000504309002,242,119950,1251.59504132231,65.5702479338843,1.94214876033058,1.77272727272727,0,0.126610904333865,0.631072969117354,0.579786439907825,0.305683916905794,1,-664.590244198034
G24000504309003,253,136000,1152.58893280632,64.3596837944664,1.95849802371542,1.23320158102767,0,0.0988977070511941,0.63847987150537,0.571978951616659,0.0894682712752544,1,57018.3814255423
G24000504401001,502,137550,1465.75298804781,69.4721115537849,1.5308764940239,1.51792828685259,0,0.186556714912784,0.607199204793018,0.776186933807078,0.203572881074761,1,-7058.6091153717
G24000504401002,567,157000,1352.73897707231,66.9611992945326,1.51322751322751,1.49911816578483,0,0.154922509419654,0.622562357726078,0.784615094004598,0.196034699791416,1,19805.7807715976
G24000504401003,407,142500,1385.81081081081,74.7321867321867,1.63882063882064,1.53808353808354,0,0.164179779164245,0.575015149333732,0.724638883796328,0.211650125077761,1,14047.7192289356
G24000504401004,504,144150,1376.07341269841,79.6666666666667,1.60416666666667,1.49603174603175,0,0.161454144969005,0.544823266045423,0.741187671069856,0.194797812929739,1,20913.0496153981
G24000504402001,297,149500,1456.2962962963,85.8114478114478,1.73569023569024,1.57912457912458,0,0.183909654361881,0.507226089115168,0.678379414759279,0.228097377400601,1,27446.8228681791
G24000504402002,593,145000,1444.86003372681,59.318718381113,1.63996627318718,1.71838111298482,0,0.180708484196575,0.669323291975456,0.724091793282693,0.283904620392151,1,-11702.3081663317
G24000504403001,720,151000,1309.91666666667,37.2055555555556,1.91875,1.54722222222222,0.00572089593335712,0.142935944609063,0.804623878872049,0.590960371295966,0.215312465021267,0.990967619366852,15612.7573387457
G24000504404001,549,121000,1468.72677595628,80.0983606557377,1.9016393442623,1.56648451730419,0,0.187389119824155,0.54218192294395,0.59913145773465,0.223031855648159,1,4323.09077280563
G24000504404002,569,126000,1356.4323374341,69.0544815465729,1.51669595782074,1.54833040421793,0,0.155956332745067,0.609754496658192,0.782958760021057,0.215756570444537,1,-12667.8150158343
G24000504404003,881,117000,1196.4211123723,63.1464245175937,1.52497162315551,1.36095346197503,0.0197941185283911,0.111166948392452,0.645903264238177,0.779006767892609,0.140665009159108,0.968748249412542,-705.06139463418
G24000504404004,521,117900,1222.9980806142,87.3781190019194,1.53262955854127,1.53358925143954,0,0.118606214263043,0.497640326408271,0.775349768830847,0.209849033668528,1,6732.68335651682
G24000504405001,1037,145000,1402.43008678881,61.1967213114754,1.77097396335583,1.48698167791707,0.0136100580076944,0.168831747419307,0.657832629121118,0.661529891686982,0.191170985976881,0.97851189292783,15895.2599973173
G24000504405002,381,139900,1306.41469816273,76.7112860892388,1.76115485564304,1.39370078740157,0,0.1419556945469,0.562905922505883,0.666218945052433,0.153788543809458,1,36019.9775947124
G24000504406001,1055,251817,2200.72227488152,28.0568720379147,1.8824644549763,2.11374407582938,0.240255037654627,0.392284918435066,0.860600595501539,0.608288305970616,0.442346858797055,0.620675681849982,2346.48598018433
G24000504407011,551,140000,1409.8275862069,23.0417422867514,1.97459165154265,2.07259528130672,0.0408892735753258,0.170902411177782,0.891285939070336,0.56429354048431,0.42585642412172,0.935442370033021,-43429.5736165922
G24000504407012,341,166500,1603.46920821114,43.0351906158358,1.93988269794721,1.42815249266862,0,0.225105414943691,0.768954940363748,0.580868583800716,0.167595110970184,1,20091.3337612491
G24000504407013,605,120000,1460.61652892562,36.2181818181818,1.96611570247934,1.46611570247934,0,0.185118948020203,0.810665178671938,0.568341176852423,0.18280891829338,1,-20788.0482309326
G24000504407021,1478,173438.5,1411.38768606225,30.7009472259811,2.11874154262517,1.71515561569689,0,0.171339104991124,0.844422677961375,0.49545566318621,0.282611998021576,1,26247.0837384277
G24000504407022,795,147840,1325.60880503145,26.7056603773585,1.99685534591195,1.87169811320755,0.182897104230449,0.147328394052926,0.868868057381008,0.553661652734087,0.345346614164249,0.711234694468469,-9446.48228040915
G24000504408001,796,325000,2316.25753768844,24.8442211055276,1.88756281407035,2.19849246231156,0.000459996171035421,0.424624857649589,0.88025737459166,0.605853616529631,0.476309888512408,0.999273739540977,54336.2276291348
G24000504409001,452,143900,1362.88495575221,48.8185840707965,1.67146017699115,1.55088495575221,0,0.157762511041741,0.733568933627266,0.709052076849924,0.216780310403133,1,-2091.72710240189
G24000504409002,417,166590,1552.41007194245,35.2398081534772,1.85251798561151,1.86091127098321,0,0.210813247140038,0.81665141103874,0.622589054782593,0.34102377265414,1,-13973.3093449353
G24000504410001,967,87000,1228.97207859359,56.5015511892451,1.86711478800414,1.20062047569804,0,0.12027842001934,0.686560282335108,0.615618443258003,0.076411349552006,1,-8128.76385357941
G24000504411011,316,147450,1494.25316455696,67.0063291139241,1.53164556962025,1.59493670886076,0.0250472424353363,0.194534313729948,0.622286228476799,0.775819666574777,0.234434109630965,0.960454406071684,-5764.40055382063
G24000504411012,515,147150,1359.70873786408,63.1650485436893,1.33398058252427,1.45242718446602,0,0.156873443142133,0.645789312123728,0.87021334266888,0.177323226313353,1,-1735.72319183823
G24000504411021,296,144950,1322.85135135135,53.070945945946,1.39189189189189,1.55067567567568,0.0335327582193221,0.146556544123868,0.707550626705586,0.842558159730598,0.21669644113136,0.947057132406444,-10887.9460596296
G24000504411022,396,154950,1311.75757575758,57.6767676767677,1.60858585858586,1.44949494949495,0.0479279158348437,0.143451240862804,0.679369656473638,0.739077313657821,0.176148129210167,0.92432947849136,23493.3871119471
G24000504411023,370,128000,1319.51621621622,69.9243243243243,1.43513513513514,1.57567567567568,0.00491026713664997,0.145622993059699,0.604432316413514,0.821907619865492,0.226715224710943,0.992247472720128,-13534.208511195
G24000504411024,724,121500,1335.06906077348,55.1422651933702,1.49378453038674,1.66436464088398,0,0.149976452214723,0.694877147473443,0.793899968637878,0.262257446643711,1,-35076.6043814907
G24000504501001,664,115000,1254.40512048193,67.8268072289157,1.63930722891566,1.40813253012048,0.00531086052682737,0.127397484872153,0.617266088600387,0.724406515745237,0.159572084088537,0.99161499976111,68.640182144707
G24000504501002,381,115000,1299.69816272966,75.3123359580053,1.44488188976378,1.42257217847769,0.135620951862093,0.140075642151116,0.571465474809103,0.817253118262038,0.165358792562783,0.785876185597834,-8258.54594062763
G24000504501003,361,125000,1368.8891966759,61.409972299169,1.36703601108033,1.55401662049862,0.00950389080478229,0.159443182221984,0.656527841379137,0.854427929874669,0.218035329256654,0.984994874885918,-30143.991564767
G24000504502001,465,120000,1308.97419354839,69.9462365591398,1.47311827956989,1.41720430107527,0.0303460038261786,0.142672133175081,0.604298245215552,0.803769007228601,0.163207608483719,0.952088508435397,-8061.01493529283
G24000504502002,420,123100,1374.46904761905,76.3095238095238,1.50238095238095,1.46904761904762,0,0.161005060699112,0.565364126819177,0.789794801176451,0.18398388779622,1,-7244.57867251658
G24000504502003,604,88750,1085.69205298013,72.6440397350994,1.83360927152318,1.39900662251656,0,0.080172332869671,0.587791590065482,0.63161879272067,0.155914864358497,1,3965.36925656241
G24000504503001,732,125000,1391.45901639344,51.396174863388,1.71653005464481,1.59836065573771,0,0.165760791062913,0.717797804469124,0.68752923916712,0.235806260940889,1,-21476.7441903683
G24000504503002,486,125000,1346.48559670782,78.0740740740741,1.44753086419753,1.49588477366255,0,0.153172100618396,0.554567630258031,0.815988117118666,0.194738913555373,1,-6652.6153062979
G24000504504001,258,116750,1283.54651162791,54.9961240310078,1.58333333333333,1.68217054263566,0,0.135554568652389,0.695771320106882,0.751136498869451,0.269393185687288,1,-31304.3601297995
G24000504504002,622,111900,1251.82797427653,76.7636655948553,1.45096463022508,1.43247588424437,0,0.12667610553216,0.562585435657974,0.81434834366688,0.169327715951274,1,-8842.89186604056
G24000504505011,358,120125,1339.95251396648,69.2094972067039,1.48463687150838,1.50558659217877,0,0.151343399202003,0.60880602492851,0.79826837581949,0.198626930357069,1,-16375.6467099393
G24000504505012,605,110000,1144.7305785124,69.2429752066116,1.2801652892562,1.33223140495868,0,0.096698043554375,0.608601187969123,0.895912498782902,0.129154606230817,1,-12148.2094997453
G24000504505013,316,123725,1181.78481012658,65.1930379746836,1.28006329113924,1.45253164556962,0,0.1070700422752,0.633380948725052,0.895961207344574,0.177365089240931,1,-12166.4346859479
G24000504505031,165,83400,1110.54545454545,53.6727272727273,1.97878787878788,1.13939393939394,0.020290907181374,0.0871291482727729,0.703868594997177,0.562289658455314,0.0518747328896758,0.967963899502976,6783.92503658941
G24000504505032,549,82900,1153.96721311475,56.816029143898,2,1.16939890710383,0,0.0992835070252651,0.684636131901892,0.552159942877544,0.0638992640015854,1,4291.91061010066
G24000504505033,75,76500,1152,57.64,2,1.26666666666667,0,0.0987328565051769,0.679594621499434,0.552159942877544,0.102879449294829,1,-7314.68253290814
G24000504505041,378,79750,1035.25661375661,62.7566137566138,2,1.18783068783069,0,0.0660547466096898,0.648288342535445,0.552159942877544,0.0712858248851366,1,14532.6448525794
G24000504505042,72,85800,1094.63888888889,64.3194444444444,2,1.18055555555556,0,0.0826766776248737,0.638726078152391,0.552159942877544,0.0683703058540408,1,17375.345088111
G24000504508001,193,349990,2070.63212435233,14.4041450777202,2.16062176165803,2.48186528497409,0,0.355870862169382,0.944135546382393,0.47545602699258,0.589871927816074,1,90462.6024323848
G24000504508002,830,96519.5,1206.62891566265,48.4421686746988,1.7933734939759,1.26987951807229,0,0.114024255589436,0.735872051657495,0.650833136186302,0.10416700381108,1,-11993.0319440268
G24000504508003,215,133000,1221.92093023256,55.0093023255814,1.44418604651163,1.5906976744186,0,0.118304704775628,0.695690687996307,0.817585413847214,0.232735310884471,1,-12817.0082994854
G24000504509001,428,156596,1636.65420560748,52.2429906542056,1.41822429906542,1.66588785046729,0,0.234394360782027,0.712616516093745,0.829983283673721,0.262867874930173,1,-31914.1742855415
G24000504509002,1044,154000,1561.99904214559,34.6886973180077,1.77729885057471,1.84770114942529,0,0.213497334283354,0.820023412596017,0.658509481424943,0.335729798696186,1,-31585.299901975
G24000504510001,252,159500,1931.93253968254,47.0476190476191,1.51190476190476,1.84126984126984,0,0.317046904631876,0.74440467923722,0.785246765610921,0.333152443314465,1,-62649.9552601907
G24000504510002,188,192500,1888.20744680851,55.3351063829787,1.53191489361702,1.70744680851064,0,0.304807638356448,0.693697238188747,0.775691052587602,0.279522683187346,1,-9923.16489702526
G24000504511001,582,223624,1982.235395189,32.6374570446735,1.71477663230241,2.00343642611684,0,0.331127378851375,0.832574037535443,0.688366575020458,0.398140920011355,1,-11769.2070690549
G24000504512001,477,141900,1372.05241090147,54.7651991614256,1.54926624737946,1.51153039832285,0.0515213768680468,0.160328610214201,0.697184246454413,0.767405022315331,0.201008918652931,0.918655977658558,-4269.44256219775
G24000504512002,937,95000,990.150480256137,73.0202774813234,1.08484525080043,1.1931696905016,0.0252075668956044,0.0534289077084937,0.585489558995647,0.989186359346429,0.0734254373767644,0.960201279364466,-14295.7360093387
G24000504513001,503,95000,1057.39363817097,71.8429423459245,1.16302186878728,1.24652087475149,0,0.0722512099799009,0.592693147919134,0.951853605251745,0.09480599612533,1,-19736.2514777867
G24000504513002,221,94000,1161.79185520362,70.7013574660634,1.17194570135747,1.34389140271493,0,0.101473734003432,0.599677996963838,0.94759208492119,0.13382736599315,1,-35749.5779615845
