GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_area_flood,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24000504015071,469,119000,1374.9552238806,47.2515991471215,1.78358208955224,1.72921108742004,0.0119147844610968,0.161141148248178,0.743156615927795,0.655508960019609,0.288244747193706,0.981188458998695,-33205.0003849582
G24000504015072,443,117900,1645.37246049661,54.2731376975169,1.42663656884876,1.55530474040632,0,0.236834722506418,0.700194951227006,0.825966056946769,0.218551545039848,1,-62347.3749054862
G24000504015073,42,116350,1540.92857142857,51.5,1.4047619047619,1.45238095238095,0,0.207599414240114,0.717162544735858,0.836412165723126,0.177304698743164,1,-52447.9225305492
G24000504022011,860,249250,2356.1,48.0069767441861,1.65872093023256,2.12325581395349,0,0.435777321217928,0.738534797103523,0.715135624320218,0.446158700626298,1,-15626.2791713687
G24000504022012,336,230000,2177.69345238095,52.5446428571429,1.5327380952381,1.99702380952381,0.00349665266550167,0.385838828282531,0.710770840718493,0.775297937811326,0.395571055298379,0.99447934411242,-16373.0686504616
G24000504022021,664,284029.5,2752.65662650602,37.6310240963855,1.76581325301205,2.30873493975904,0.00656957031694769,0.546779078471493,0.802020626513513,0.66399435657661,0.520489709425344,0.989627698110551,-26664.1137425156
G24000504023021,788,216587,2029.82106598985,37.9073604060914,1.79758883248731,2.1751269035533,0,0.344447274992117,0.800329847804968,0.648820127691887,0.466946109455806,1,-24098.0557760533
G24000504023022,736,163500,1942.02309782609,46.6345108695652,1.56589673913043,2.06929347826087,0,0.319871393269153,0.746932304045276,0.759463235179982,0.424533222116171,1,-70628.2769364714
G24000504023031,118,132450,1284.24576271186,46.6610169491526,1.82627118644068,1.48305084745763,0,0.135750298830357,0.746770125158756,0.63512304927417,0.189595700390434,1,4921.74165542201
G24000504023032,370,135000,1274.30540540541,55.8621621621622,1.38648648648649,1.66216216216216,0,0.132967853512353,0.690472418798897,0.845139477213736,0.261374800337611,1,-22425.5913310662
G24000504023033,663,131213,1561.41930618401,36.7707390648567,1.95324283559578,2,0,0.213335058063068,0.8072843271692,0.574488533776183,0.396763767629281,1,-51317.9393277192
G24000504023034,537,123840,1382.92737430168,63.3873370577281,1.51582867783985,1.70018621973929,0,0.163372664875769,0.64442922778631,0.783372924141883,0.276612992484927,1,-30988.9354293078
G24000504023035,466,135000,1570.19957081545,53.5278969957082,1.53218884120172,1.84549356223176,0,0.215792777183356,0.704754746907497,0.775560230634982,0.334845105163185,1,-51141.7818087264
G24000504023041,285,127900,1405.65263157895,59.1263157894737,1.48070175438596,1.37894736842105,0,0.169733782868026,0.670500517674673,0.800147566345353,0.147876091336468,1,-14452.4182021855
G24000504023042,312,121000,1612.10256410256,58.9102564102564,1.69871794871795,1.5448717948718,0,0.227522012248814,0.671822488712612,0.696035298748615,0.214370528103529,1,-35486.9242861644
G24000504023043,422,108725,1332.41469194313,68.5118483412322,1.44905213270142,1.61374407582938,0,0.149233457179778,0.613074627375419,0.815261644876322,0.241971187205383,1,-36589.5631184767
G24000504023051,215,125000,1550.4511627907,60.1627906976744,1.42325581395349,1.85116279069767,0.0734368142109642,0.21026492101557,0.66415878969621,0.827580515264482,0.337117056085714,0.884055003592775,-59980.2547503057
G24000504023052,116,150752,1768.26724137931,78.5344827586207,1.76724137931034,1.62068965517241,0.0821242507646245,0.271234693969419,0.551750594733857,0.663312363810954,0.244754637456289,0.870338929293738,-2071.08619080888
G24000504023061,446,128750,1475.33408071749,62.6659192825112,1.67152466367713,1.40582959641256,0,0.189238597024084,0.648843261597505,0.709021281637083,0.158649180311823,1,-6507.24626805658
G24000504023062,254,145000,1407.5905511811,50.2637795275591,1.33464566929134,1.96850393700787,0.058601622183932,0.170276233723408,0.724726426789923,0.869895734650448,0.3841416780802,0.907477401537945,-49026.0190210268
G24000504023071,503,119125,1227.31212723658,28.0874751491054,2,1.8051689860835,0,0.119813776371327,0.860413348704796,0.552159942877544,0.318684977108471,1,-27803.1117774797
G24000504023072,659,119000,1494.39908952959,63.1289833080425,1.5834597875569,1.63884673748103,0,0.194575160174834,0.646009979225403,0.751076111447299,0.252031112579758,1,-37293.6843920919
G24000504023073,334,113500,1440.49700598802,39.1047904191617,1.97455089820359,2.05089820359281,0.0116385970631172,0.179487211587367,0.793003307281839,0.564313001986032,0.417161291084721,0.981624514772772,-58833.6035139073
G24000504024031,329,91459,1187.70212765957,71.6808510638298,1.65349544072948,1.41945288753799,0,0.10872638238021,0.593684912225816,0.717631024091483,0.16410873252892,1,-14819.427842956
G24000504024032,531,132655,1526.60828625235,52.1468926553672,1.79472693032015,1.75517890772128,0.0025087121603245,0.203590965729399,0.713204496915167,0.650186811140224,0.298651386058971,0.996039144323718,-29260.4989053548
G24000504024041,413,144420,1416.22518159806,51.9878934624697,1.57021791767554,1.68280871670702,0,0.172693187786091,0.714177342106279,0.757399683440625,0.269648934803572,1,-17827.8291758336
G24000504024042,383,113000,1325.83550913838,39.4125326370757,1.85639686684073,1.89817232375979,0.00217220878038117,0.147391851709574,0.791120369819428,0.620736719355173,0.355956189602779,0.99657042939644,-47566.1809443654
G24000504024043,118,140125,1314.65254237288,57.5677966101695,1.3135593220339,1.75423728813559,0,0.144261582589585,0.680036401858809,0.879965387664212,0.298274030745239,1,-29446.0638247305
G24000504024051,470,107250,1321.34680851064,76.0659574468085,1.52021276595745,1.61063829787234,0,0.14613540149752,0.566854400828536,0.781279330330353,0.240726542517469,1,-26580.7877974047
G24000504024052,631,127000,1510.52456418384,54.3232963549921,1.54675118858954,1.80982567353407,0,0.199088906519057,0.699888052758982,0.768606072882053,0.320551150859073,1,-50479.4988312218
G24000504024062,362,144091,1412.41160220994,26.5828729281768,1.99861878453039,1.89779005524862,0,0.171625713470413,0.869619339052873,0.552819533670887,0.35580299498347,1,-25139.741823389
G24000504024063,117,120240,1440.24786324786,30.8547008547009,1.93589743589744,2.00854700854701,0,0.179417473042815,0.843481928039377,0.582771720722453,0.400188992784695,1,-58591.1925604393
G24000504024071,423,121000,1267.37115839244,42.8723404255319,1.87115839243499,1.75177304964539,0,0.131026860594263,0.769951348091496,0.613687445297737,0.297286483860366,1,-22047.8919541039
G24000504024072,125,160000,1760,73.896,1.54,1.672,0,0.268920577247103,0.580131403237007,0.77183006069261,0.265317327065144,1,-14363.5958408958
G24000504025031,132,145450,1835.65909090909,69.8181818181818,1.5719696969697,1.98484848484848,0,0.290098617107669,0.605081755098023,0.756563132214685,0.390691777581049,1,-55828.3244494103
G24000504025032,639,172000,2188.11737089202,42.4694835680751,1.76134585289515,2.11580594679186,0,0.388756629158514,0.772416249638109,0.666127735511406,0.443173156354739,1,-76667.117904557
G24000504025041,1057,147900,1601.00756859035,29.0983916745506,1.94370860927152,2.0643330179754,0,0.224416367515482,0.854228001078353,0.579041543819497,0.422545310993962,1,-48579.6648618141
G24000504025042,795,250000,2603.95220125786,35.2301886792453,1.85974842767296,2.38616352201258,0.00291875412063867,0.505154625844482,0.816710268313906,0.619136202479348,0.551519317764234,0.995391753582081,-49431.4976096295
G24000504025051,431,166158,1693.14385150812,30.8538283062645,1.95127610208817,2.09976798143852,0,0.250206604336878,0.843487266774341,0.575427735039939,0.436745920197457,1,-38261.7228239736
G24000504025052,631,142075,1577.25990491284,37.5847860538827,1.80031695721078,2.09825673534073,0,0.217769063643407,0.802303536486045,0.647517328823586,0.436140286293889,1,-56573.7272260923
G24000504025061,689,146000,1550.69521044993,51.2743105950653,1.4622641509434,2.04354136429608,0,0.210333233375564,0.7185434376088,0.808952328346345,0.414213027854971,1,-56879.7263601352
G24000504025062,886,143000,1450.0158013544,45.4322799097066,1.51749435665914,1.86455981941309,0,0.182151655810414,0.754288219421893,0.782577489658241,0.342485933338084,1,-41748.7191847477
G24000504025091,1790,243815,2258.32122905028,20.9625698324022,2.09525139664804,2.22849162011173,0,0.408407672920429,0.904007468575266,0.506673235217271,0.488332091295197,1,-14295.5459571394
G24000504025092,652,213467.5,1707.58435582822,23.0061349693252,1.99769938650307,2.47852760736196,0,0.254248703870762,0.891503804374525,0.553258586438235,0.5885343490299,1,-19012.3604062821
G24000504025093,850,170000,1377.87411764706,23.6176470588235,1.99529411764706,1.99058823529412,0,0.161958187519892,0.887762234466313,0.554407207509923,0.392991990281673,1,-4693.14489273757
G24000504026021,448,115000,1359.390625,63.5602678571429,1.421875,1.44866071428571,0,0.156784398893324,0.643371141304612,0.828239914316316,0.175813808329536,1,-27924.9143311595
G24000504026022,358,143750,1468.96927374302,55.8994413407821,1.38268156424581,1.79608938547486,0,0.187456998353117,0.690244324121257,0.846956493989577,0.315046314968991,1,-38247.0622446596
G24000504026031,297,162500,1608.91582491583,48.4006734006734,1.48484848484848,2.14141414141414,0,0.226629999290277,0.736125942743693,0.798167321194811,0.453435674746118,1,-52154.0297450725
G24000504026032,1222,158900,1663.62111292962,26.1800327332242,2.09779050736498,2.35924713584288,0,0.241942776065934,0.87208413864905,0.505460698803502,0.540732539853085,1,-53899.4772515299
G24000504026033,564,161842.5,1955.49290780142,33.2783687943262,1.97872340425532,2.16489361702128,0,0.323641781852259,0.828652584210968,0.562320447864365,0.462845106132918,1,-64658.3497389346
G24000504026041,1002,150214,1793.56986027944,49.6506986027944,1.68013972055888,2.0499001996008,0.00351051344845046,0.278317251600035,0.728477595701857,0.704907215201871,0.416761339644419,0.994457460150725,-60992.0075923549
G24000504026042,864,142700,1588.0162037037,52.5046296296296,1.46759259259259,2,0.00502598543439466,0.220779902417809,0.711015663822672,0.806407764422759,0.396763767629281,0.992064772016667,-59170.2180941977
G24000504026043,374,151000,1586.83422459893,58.2085561497326,1.49465240641711,1.72994652406417,0,0.220449049901681,0.676115879840029,0.793485519877355,0.288539474416667,1,-27929.9008384815
G24000504031001,361,150000,1664.64819944598,68.6592797783934,1.41828254847645,1.85872576177285,0.00757749056384296,0.242230271975842,0.612172560125597,0.829955467032451,0.340147926902549,0.988036353079306,-39556.6936320583
G24000504031002,540,135000,1622.89814814815,62.3796296296296,1.53055555555556,1.71666666666667,0.00201371011539329,0.23054384751657,0.650594940376469,0.77634019596176,0.283217553727334,0.996820673464623,-40527.4516865645
G24000504032011,953,113900,1329.34102833158,53.7649527806926,1.6594963273872,1.56663168940189,0,0.148373095659423,0.703304308221333,0.714765338267363,0.223090835063992,1,-27091.2401296989
G24000504032012,382,101175,1389.61780104712,62.455497382199,1.50261780104712,1.38219895287958,0.0116600775046147,0.165245409083989,0.650130739414801,0.789681695579926,0.149179168175697,0.981590600587645,-35858.0809523601
G24000504032021,975,129070,1493.0717948718,67.2728205128205,1.69538461538462,1.60615384615385,0,0.194203631798908,0.620655686389354,0.697627111196551,0.238929392467841,1,-14929.3626068503
G24000504033001,427,140000,1559.6299765808,77.5901639344262,1.56908665105386,1.57611241217799,0,0.212834199630786,0.557528460710738,0.757939912727723,0.226890247450861,1,-7156.04855284387
G24000504033002,716,125000,1436.43296089385,68.9511173184358,1.59287709497207,1.51396648044693,0.0427162654286733,0.178349628410444,0.610386936297939,0.746578935296452,0.201985181836259,0.932557841800848,-12817.0910790743
G24000504034011,568,147150,1599.01232394366,72.3890845070423,1.67517605633803,1.77640845070423,0.00241741676919494,0.223857870576761,0.589351547465543,0.707277581950108,0.307159153924555,0.996183285159758,-13264.0412388322
G24000504034012,323,154900,1673.91950464396,29.2693498452012,1.97987616099071,2.04334365325077,0.0137613479690824,0.244825440232333,0.853181984232808,0.561769956108113,0.414133794888002,0.978273030250874,-43707.9574633703
G24000504034021,79,110000,1737.21518987342,64,1.76582278481013,1.72151898734177,0,0.262542789577727,0.640680616322943,0.66398980472616,0.285162127755439,1,-59592.6816432884
G24000504034022,248,120000,1393.32258064516,76.5322580645161,1.65322580645161,1.51612903225806,0,0.166282428813663,0.564001315191543,0.717759786251454,0.202851827379276,1,-5395.98368384815
G24000504034023,36,95750,1105,58.9166666666667,2,1.05555555555556,0,0.0855768978294031,0.671783267210862,0.552159942877544,0.0182763879561227,1,29909.9027386249
G24000504034024,698,105000,1376.5659025788,68.3395415472779,1.95630372492837,1.39398280802292,0,0.161591999788464,0.614128895845841,0.573026825253773,0.153901563952269,1,602.151217864101
G24000504035001,449,250000,2182.05122494432,56.1202672605791,1.79732739420935,2.11804008908686,0.000814802497430967,0.38705862989449,0.688893188746087,0.648944975903452,0.444068491880322,0.998713557040127,14787.0088875849
G24000504035002,472,256250,2084.51906779661,60.6546610169492,1.6260593220339,2.32838983050847,0,0.359758012256312,0.661149254452433,0.730732970670281,0.528366433293304,1,9160.81966048872
G24000504035003,316,269500,2457.50632911392,64.2658227848101,1.47943037974684,2.40506329113924,0.013053775532517,0.46416237388356,0.639054165187074,0.80075470333832,0.559093425627598,0.979390174077126,-19016.6042604837
G24000504036011,378,195500,1652.4708994709,62.3862433862434,1.32407407407407,1.44444444444444,0,0.238821675055529,0.650554473747679,0.874944133708861,0.174124132527423,1,21710.3650317028
G24000504036012,626,292500,1897.31309904153,33.444089456869,1.88019169329073,2.29233226837061,0,0.307356438026525,0.827638613343038,0.6093736490733,0.513916316834636,1,57002.0174639842
G24000504036013,366,328500,2426.07650273224,35.8169398907104,1.78415300546448,2.40710382513661,0.00131757736484466,0.455364725009854,0.813120199181789,0.65523632270286,0.559911172367856,0.99791975585441,38263.9466114326
G24000504036021,496,195500,1501.59274193548,37.2641129032258,1.97681451612903,2.15927419354839,0,0.196588764297809,0.804265592562244,0.563232025428706,0.460593114628242,1,9879.67369051466
G24000504036022,998,280000,2302.12925851703,31.5320641282565,1.96492985971944,2.60821643286573,0,0.420670154310465,0.839337444087567,0.568907468632374,0.640507320046406,1,-4817.77856731809
G24000504037011,275,223691,2204.34545454545,29.76,2.00545454545455,2.33090909090909,0,0.393299097199612,0.8501799146316,0.549555158871832,0.529376030282679,1,-34803.5936271507
G24000504037012,321,335000,2817.8691588785,31.3052959501558,1.85358255451713,2.71028037383178,0,0.56503298019564,0.840724937492673,0.622080676571896,0.681409581479134,1,-5724.96472802265
G24000504037013,134,322000,3075.94776119403,80.0522388059702,1.94029850746269,2.61194029850746,0,0.637272797794885,0.542464121984925,0.580670016571907,0.641999664204164,1,10199.1864866616
G24000504037014,367,482000,4017.33242506812,55.6948228882834,1.65258855585831,3.38964577656676,0,0.900779558133923,0.691496293228135,0.718064101279516,0.953666179137471,1,7269.63097777175
G24000504037015,872,150000,1667.79128440367,40.6685779816514,2.03038990825688,2.05389908256881,0,0.243110065503879,0.783435188209251,0.53764743260107,0.418363897365081,1,-36819.6644865316
G24000504037021,342,3e+05,2473.38596491228,40.0526315789474,1.52485380116959,2.23684210526316,0,0.468607306486742,0.787203889703475,0.779063033043754,0.491678559435863,1,3864.99767454646
G24000504037022,1132,170000,1447.41077738516,32.184628975265,1.9863074204947,2.17137809187279,0.0412914831116638,0.181422473093632,0.835344690654472,0.558698748427808,0.465443768139501,0.934807345437432,-14644.6184806727
G24000504038011,549,465000,3868.7868852459,43.8870673952641,1.72222222222222,3.14571948998179,0.00432692286407249,0.859199579764315,0.763742686054879,0.684810980205482,0.855912392150819,0.99316848012377,12581.7576142811
G24000504038021,593,435000,3890.24620573356,46.8566610455312,1.53709949409781,3.17369308600337,0.00121072894437926,0.865206344307842,0.745573066136865,0.773215179112736,0.867122848330138,0.998088452438815,-29956.5378437565
G24000504038022,457,440000,3766.58424507659,47.8336980306346,1.58205689277899,3.16192560175055,0,0.830591628474474,0.739595012316749,0.751746055058486,0.862407013209929,1,-10505.5083483368
G24000504038031,646,319000,3152.92569659443,45.1300309597523,1.61222910216718,2.80030959752322,0.00779812594619243,0.658820000711354,0.756137546026155,0.737337505512737,0.717488913799234,0.987688005062189,-58609.3916877852
G24000504038032,440,319900,2386.72272727273,41.4704545454546,1.81477272727273,2.7,0.0328245059141256,0.444349051740045,0.778528862933348,0.640614066404855,0.677289707857623,0.94817534963664,21695.244578221
G24000504041011,645,295000,2552.12403100775,30.015503875969,1.88527131782946,2.27286821705426,0,0.490647194651898,0.848616600299513,0.606947906201827,0.506116072125822,1,4225.79516079435
G24000504041012,2402,195000,1408.84096586178,22.8442964196503,1.99854288093256,2.14654454621149,0.00116215402322275,0.170626242316314,0.89249402232418,0.552855780958448,0.45549169135973,0.998165144478352,7692.70458094993
G24000504041021,1670,184550,1661.03652694611,36.685628742515,1.84550898203593,2.05269461077844,0,0.241219314227782,0.807805079295643,0.625936160524364,0.417881203677266,1,-16139.7710996886
G24000504041022,912,136000,1170.26425438597,50.422149122807,1.47423245614035,1.40350877192982,0.0821177950575756,0.103845277269976,0.7237574338262,0.803236939188385,0.157719106783076,0.87034912182372,5655.15040567459
G24000504042011,44,150425,1620.36363636364,74.7272727272727,1.68181818181818,1.97727272727273,0,0.229834402148479,0.575045215939496,0.704105676544091,0.387655782556933,1,-21967.0102967885
G24000504042012,782,140000,1340.31969309463,34.7033248081841,1.71419437340153,1.92583120204604,0,0.151446177785759,0.819933913503494,0.688644629110356,0.367040522226936,1,-35978.4100349557
G24000504042013,810,246657.5,2275.02469135802,26.7456790123457,1.98456790123457,2.17037037037037,0,0.413083206109004,0.868623201190906,0.559529444951318,0.465039922393851,1,-11408.7143303861
G24000504042021,758,209950,1927.10422163588,28.2097625329815,1.87664907651715,2.18073878627968,0,0.315695390744742,0.859665126709642,0.611065403516837,0.469195078996192,1,-25481.0107533708
G24000504042024,80,152500,1630.3375,56.225,1.3875,1.4375,0.0395416163456622,0.232626226357794,0.688252375795776,0.844655480185648,0.17134113708865,0.937570105479205,-19366.7147516916
G24000504044021,453,236330,2119.4591611479,54.3156732891832,1.84105960264901,2.18763796909492,0.0129633109236089,0.369538234049021,0.699934694900861,0.62806093377247,0.471959935776267,0.979533003240775,3426.87233152486
G24000504044022,1477,161000,1774.07650643196,32.968855788761,1.99932295192959,1.62288422477996,0,0.272860788670892,0.830546356333729,0.552483262941444,0.245634114174222,1,-15931.9380565166
G24000504044023,950,271000,2323.59157894737,33.4178947368421,1.95105263157895,2.40315789473684,0,0.42667775857999,0.827798887159189,0.575534451981435,0.55832983546004,1,-2235.75915517185
G24000504044031,559,206390,1779.90697674419,30.7280858676208,1.83899821109123,2.04830053667263,0,0.274492819021701,0.844256628709606,0.629045338394989,0.416120272577314,1,-8985.78043034627
G24000504044032,389,224000,1984.18508997429,34.7789203084833,1.79305912596401,2.13110539845758,0,0.331673125745538,0.819471378332116,0.650983260660671,0.449304432159746,1,-12959.6528692326
