,GISJOIN,fid_1,area,0.5,0.75,1.0,1.25,1.5,1.75,2.0,2.25,2.5,2.75,3.0,3.25,3.5,3.75,4.0
0,G24000307301003,1.0,19326.649039617634,0.013959602856029396,0.013959602856029396,0.013959602856029396,0.013959602856029396,0.018612803808039192,0.02326600476004899,0.02326600476004899,0.027919205712058793,0.027919205712058793,0.027919205712058793,0.027919205712058793,0.027919205712058793,0.027919205712058793,0.027919205712058793,0.027919205712058793
1,G24000307501012,2.0,753.5385509543058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,G24000307501021,3.0,11316.745092955622,0.9774441378248746,0.9933375384399132,0.9933375384399132,0.9933375384399132,0.9933375384399132,0.9933375384399132,0.9933375384399132,0.9933375384399132,0.9933375384399132,0.9933375384399132,0.9933375384399132,0.9933375384399132,0.9933375384399132,0.9933375384399132,1.0012842387474323
3,G24000307502012,4.0,1255.5662812171354,0.7878824189627239,0.8595080934138807,0.9311337678650373,0.9311337678650373,1.002759442316194,1.002759442316194,1.002759442316194,1.002759442316194,1.002759442316194,1.002759442316194,1.002759442316194,1.002759442316194,1.002759442316194,1.002759442316194,1.002759442316194
4,G24000307503001,5.0,8326.97970013072,0.7235951799541495,0.7451950360721838,0.7559949641312009,0.766794892190218,0.961193597252527,0.961193597252527,0.961193597252527,0.961193597252527,0.961193597252527,0.961193597252527,0.961193597252527,0.961193597252527,0.961193597252527,0.961193597252527,0.961193597252527
5,G24000307512003,6.0,36346.754657767604,0.0,0.0,0.0,0.0,0.39340498007524755,0.3983534703906595,0.554230915326135,0.6012415733225481,0.7026856247884925,0.8338206181469083,0.8734085406702037,0.9303161792974409,0.9476358954013825,0.9624813663476184,0.969904101820736
6,G24000504001001,7.0,1003585.216114834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,G24000504001002,8.0,419840.4215285627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,G24000504001003,9.0,460365.71752803144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,G24000504002001,10.0,574473.471877743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,G24000504002002,11.0,347809.5424130423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,G24000504004001,12.0,570141.2087222412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,G24000504004002,13.0,2253338.3174181655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,G24000504004003,14.0,519772.6481597779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,G24000504004004,15.0,404086.61899662344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,G24000504004005,16.0,5226965.514438081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,G24000504005001,17.0,5796913.247977064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,G24000504006001,18.0,164545.4408739689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,G24000504006002,19.0,311778.5236447797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,G24000504006003,20.0,492544.7813329154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,G24000504007011,21.0,236833.62065983427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,G24000504007012,22.0,949880.9650890414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,G24000504007021,23.0,702070.9163003454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,G24000504008001,24.0,927375.6776748861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,G24000504008002,25.0,545497.1808520037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,G24000504009001,26.0,1023191.2209171162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,G24000504010001,27.0,588048.6721411066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,G24000504010002,28.0,767551.5572913326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,G24000504011011,29.0,665791.8810727252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,G24000504011012,30.0,877051.9905650673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,G24000504011013,31.0,868277.7032267586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,G24000504011014,32.0,518508.99595755176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,G24000504011021,33.0,3464311.9507618225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
