GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,residuals,perc_area_flood,N_perc_area_flood
G24051001102001,32,242500,2817.25,120.5,3.15625,2.71875,0.564859669,0.2949823,0,0.684803796,52882.40865,0.633376312,1
G24051001102003,80,138750,1746.8125,151.9125,2.6125,1.575,0.265229211,0.102783214,0.259664406,0.226444447,100027.3606,0.039228853,0.061936091
G24051001201001,686,279900,2944.94898,93.85714286,2.333090379,2.537900875,0.600604403,0.457998067,0.393094719,0.612328266,18986.32275,0,0
G24051001201002,71,406800,2794.183099,86.69014085,2.401408451,2.816901408,0.55840292,0.501849758,0.360469852,0.724138104,139488.8449,0,0
G24051001201003,118,300500,2449.584746,99.98305085,2.5,2.152542373,0.461945012,0.420516367,0.313388076,0.457895328,119544.4409,0,0
G24051001202011,483,139000,1878.240166,102.9378882,2.34989648,1.933747412,0.302017657,0.402437034,0.385069071,0.370212954,11871.13151,0,0
G24051001202012,574,87250,1542.432056,116.9790941,2.107142857,1.395470383,0.208020261,0.316525154,0.500994543,0.154497712,17497.05167,0,0
G24051001202024,329,185000,2478.158055,113.0243161,2.816109422,2.814589666,0.469943081,0.340722678,0.162432002,0.72321167,-9517.48946,0.055045254,0.086907661
G24051001202025,58,204000,3874.5,114.3793103,2.982758621,3.362068966,0.860798761,0.332432072,0.082849721,0.942614735,-128340.2104,0,0
G24051001203001,490,66500,1710.75102,105.4285714,2.271428571,1.681632653,0.255135098,0.387197654,0.422540929,0.269177626,-34007.18669,0,0
G24051001203002,624,45000,1648.415064,113.8173077,2.136217949,1.423076923,0.23768639,0.335870715,0.487109915,0.16556107,-35943.96988,0,0
G24051001203003,502,48150,1653.025896,119.9681275,2.205179283,1.521912351,0.238977026,0.298236591,0.454177862,0.2051695,-30147.99764,0,0
G24051001203004,296,65000,1921.070946,115.7060811,2.412162162,1.709459459,0.314006592,0.324314153,0.355334485,0.280329256,-37705.68107,0,0
G24051001204001,66,90173.5,2772.5,127.6212121,3,3.196969697,0.552333517,0.251410777,0.074616208,0.876450981,-129372.44,0,0
G24051001204002,139,88000,3157.381295,120.8201439,2.877697842,2.892086331,0.660067185,0.293023482,0.133020838,0.754268563,-157337.6248,0,0
G24051001205001,228,120242,2428.188596,109.1140351,2.956140351,2.671052632,0.45595593,0.364647944,0.095561109,0.665689011,-55741.76048,0.409053037,0.64582939
G24051001205002,105,71000,2137.390476,106.6,2.857142857,2.466666667,0.37455746,0.380030204,0.142836742,0.583781061,-76414.91481,0.518138402,0.818057752
G24051001206001,228,135000,2162.285088,103.3026316,2.50877193,2.394736842,0.381525811,0.400205332,0.309199096,0.554955087,-34096.72592,0.032555941,0.051400629
G24051001206002,293,95000,2138.197952,112.9249147,2.684300341,2.119453925,0.374783484,0.341330871,0.225376602,0.444635088,-36524.16154,0,0
G24051001206003,67,114450,2830.119403,130.0746269,3,2.895522388,0.568461995,0.236399426,0.074616208,0.755645567,-89178.20294,0,0
G24051001207001,593,74350,1170.178752,99.27824621,2.021922428,1.254637437,0.103821344,0.424828752,0.541691025,0.098058719,24658.023,0.027591736,0.043562943
G24051001207002,723,48000,1177.650069,109.3817427,2.099585062,1.215767635,0.10591267,0.36300996,0.50460372,0.082481594,12958.89176,0.129989108,0.205232033
G24051001207003,611,42269,1084.89198,110.5204583,2.026186579,1.178396072,0.079948381,0.356042668,0.539654706,0.06750489,13587.81887,0.216793306,0.342281992
G24051001301001,147,64000,2434.272109,103.5986395,2.540816327,2.217687075,0.45765879,0.398394192,0.293896495,0.484002155,-114333.6469,0,0
G24051001301002,180,52250,2680.722222,101.4944444,2.761111111,2.316666667,0.526643631,0.411268823,0.188696101,0.52366836,-140668.7641,0.492930082,0.778257842
G24051001301003,284,74157.5,2379.316901,101.4366197,2.38028169,2.193661972,0.442276057,0.411622627,0.370558804,0.474374063,-109767.1474,0.029227359,0.04614533
G24051001301004,120,120000,4002.358333,113.5583333,3,3.125,0.8965881,0.337455264,0.074616208,0.847609029,-207766.221,0,0
G24051001302001,347,105000,2688.18732,121.5878963,2.878962536,2.365994236,0.528733216,0.288325948,0.132416891,0.543436449,-68286.38741,0,0
G24051001302002,141,88000,2966.609929,116.8297872,3,2.602836879,0.606667606,0.317438696,0.074616208,0.638351457,-119300.2999,0,0
G24051001302003,233,105000,3611.759657,106.4635193,3.060085837,3.150214592,0.787254056,0.380865269,0.045922594,0.85771381,-194075.9665,0,0
G24051001302004,217,75000,2977.986175,114.6820276,2.940092166,2.414746544,0.609851977,0.330579879,0.103224819,0.562974002,-126969.6398,0,0
G24051001303001,439,69900,2766.820046,112.6059226,2.719817768,2.439635535,0.550743618,0.343282641,0.208415478,0.572948299,-131421.7835,0,0
G24051001303002,651,25000,1498.270353,115.6144393,2.247311828,1.477726575,0.195658781,0.324874868,0.434057729,0.187461991,-38671.58419,0,0
G24051001303003,487,20000,1248.73306,109.3737166,2.141683778,1.375770021,0.125809796,0.363059069,0.484499742,0.146602765,-28249.63621,0,0
G24051001304001,171,45000,2381.116959,102.2807018,2.637426901,2.315789474,0.442779919,0.406458065,0.24776072,0.523316823,-130139.7815,0,0
G24051001304002,618,32500,1495.647249,103.7006472,2.126213592,1.28802589,0.194924538,0.397770051,0.491887433,0.111439187,-36156.41126,0,0
G24051001304003,291,40000,2309.900344,106.2989691,2.756013746,2.446735395,0.42284539,0.381872078,0.191130316,0.575793577,-126878.3722,0,0
G24051001306001,820,97750,1245.002439,120.7256098,2.109146341,1.365853659,0.124765543,0.293601894,0.500037791,0.14262877,57487.22855,0.091134223,0.143886378
G24051001306002,571,110000,1243.232925,115.3660245,2.15061296,1.23642732,0.124270231,0.326394808,0.480235668,0.090760991,76189.87457,0,0
G24051001306003,591,92000,1239.737733,116.1962775,2.028764805,1.319796954,0.123291877,0.32131486,0.53842349,0.124171483,46460.94256,0,0
G24051001306004,624,84500,1272.05609,123.4663462,2.15224359,1.399038462,0.132338239,0.27683255,0.47945697,0.155927624,44789.69266,0,0
G24051001307001,48,305250,3281.75,103.6458333,2.458333333,2.666666667,0.694879729,0.398105433,0.333285731,0.66393133,24094.03723,0,0
G24051001307002,385,206000,1574.851948,93.06233766,2.068831169,1.509090909,0.217095043,0.462861126,0.519290049,0.20003129,105055.5769,0,0
G24051001307003,316,96250,1231.892405,111.3702532,2.034810127,1.303797468,0.12109586,0.350843151,0.535536585,0.117759668,48868.59988,0,0
G24051001307004,382,105000,1346.21466,131.2408377,2.047120419,1.421465969,0.153096262,0.229263902,0.529657882,0.164915477,57514.90014,0,0
G24051001307005,530,125000,1372.94717,91.1245283,2.100943396,1.435849057,0.160579066,0.474717718,0.503955056,0.170679519,45687.55041,0,0
G24051001307006,408,98000,1302.723039,108.7818627,2.058823529,1.468137255,0.140922347,0.366680359,0.524069135,0.183619058,33986.45555,0,0
G24051001308031,121,138000,1089.14876,69.18181818,1.946280992,1.314049587,0.081139914,0.608975381,0.577813119,0.121868218,62604.34323,0.34398203,0.543092667
G24051001308032,366,113850,1077.942623,83.69398907,1.903005464,1.275956284,0.078003159,0.520181875,0.598479076,0.106602276,50669.82262,0,0
G24051001308033,538,99750,1151.877323,82.4535316,1.986988848,1.289962825,0.098698518,0.527771682,0.558373337,0.112215416,33783.71427,0,0
G24051001308041,543,90212,1250.296501,103.2744015,2.039594843,1.399631676,0.126247425,0.400378059,0.533251673,0.156165355,29191.67271,0.434753882,0.686406917
G24051001308042,697,82000,1187.367288,110.3342898,2.132711621,1.344332855,0.108632656,0.357181749,0.48878434,0.134004279,40978.55122,0.220230126,0.347708183
G24051001308051,141,130000,1546.35461,25.43971631,2.425531915,2.120567376,0.209118238,0.876613805,0.348949843,0.445081305,-38593.09844,0.057680997,0.091069079
G24051001308061,667,62981,1324.989505,87.92653673,2.113943028,1.403298351,0.147155043,0.494284803,0.497747164,0.15763478,-12108.6342,0.217039839,0.342671229
G24051001401001,253,245000,2781.126482,141.8181818,2.994071146,2.561264822,0.55474819,0.164545847,0.077447495,0.621691399,75176.53981,0,0
G24051001401002,209,225000,3293.698565,125.7368421,2.935406699,2.990430622,0.698224299,0.262940397,0.105462335,0.79368017,-30204.90968,0,0
G24051001401003,375,168861,2505.664,69.73333333,2.794666667,2.458666667,0.477642381,0.605600905,0.172671855,0.58057505,-41734.52897,0,0
G24051001401004,442,242450,2661.246606,89.45022624,2.654977376,2.708144796,0.521192133,0.484962026,0.239379601,0.680553746,10679.87793,0,0
G24051001403002,36,19350,1373,30.77777778,2.166666667,1.861111111,0.160593854,0.843952586,0.47256932,0.341103859,-130519.5423,0,0
G24051001403003,81,145000,3958.209877,99.98765432,3.135802469,3.172839506,0.884230328,0.4204882,0.00976459,0.866780775,-184568.7628,0,0
G24051001504001,129,47000,1511.689922,94.27131783,2,1.170542636,0.199415107,0.455463915,0.552159943,0.064357615,-30994.15079,0,0
G24051001505002,222,58950,1425.5,84.34684685,1.995495495,1.247747748,0.175289339,0.51618733,0.554311041,0.095297667,-24931.41808,0.062896672,0.099303796
G24051001506005,71,70000,2036.535211,57.6056338,2.183098592,1.971830986,0.346326658,0.679804893,0.464722358,0.385474997,-119036.5822,0,0
G24051001507011,216,68400,2350.032407,89.25462963,2.171296296,1.939814815,0.434078917,0.486158794,0.47035847,0.372644474,-119956.4002,0,0
G24051001507012,260,59900,1559.176923,89.70769231,2.061538462,1.465384615,0.212707384,0.483386706,0.522772636,0.182515934,-40167.35238,0,0
G24051001507013,225,60000,1359.013333,90.51111111,2,1.208888889,0.15667879,0.478470944,0.552159943,0.079724927,-10783.29803,0,0
G24051001507021,314,55062.5,1323.56051,82.8089172,1.987261146,1.197452229,0.146755047,0.525597236,0.558243303,0.075141671,-19023.49104,0.160223212,0.252966852
G24051001507022,353,45000,1502.895184,100.0368272,1.983002833,1.541076487,0.196953336,0.420187333,0.560276834,0.212849553,-51709.58027,0,0
G24051001507023,240,53750,1816.270833,97.29166667,2.114583333,1.525,0.284671572,0.436983747,0.49744139,0.20640688,-61900.55206,0,0
G24051001508001,231,60000,2254.264069,100.2164502,2.015151515,2.047619048,0.407272017,0.4190883,0.544924432,0.415847165,-128009.7212,0,0
G24051001508002,219,61000,2315.155251,92.54794521,2.273972603,2.00913242,0.424316312,0.466008464,0.421326043,0.400423597,-119826.5442,0,0
G24051001508003,378,62000,2248.587302,98.18253968,2.173280423,2.058201058,0.40568301,0.431532892,0.469410962,0.42008792,-118082.4894,0,0
G24051001508004,211,68000,2299.180095,101.3886256,2.267772512,2.161137441,0.419844642,0.411916281,0.424286858,0.461339813,-114263.8291,0,0
G24051001508005,183,52800,2109.786885,101.4644809,2.114754098,1.956284153,0.366830828,0.411452157,0.497359842,0.379244583,-110489.9228,0,0
G24051001508006,226,72500,2638.451327,102.7743363,2.230088496,2.53539823,0.514811415,0.403437735,0.442282623,0.611325327,-162196.2781,0,0
G24051001509001,514,42000,1655.013619,96.85603113,2.048638132,1.573929961,0.239533418,0.439649207,0.528933108,0.226015627,-67795.25467,0,0
G24051001509002,484,48150.5,1466.289256,89.37190083,1.993801653,1.440082645,0.186706824,0.485441264,0.555119925,0.172376135,-47124.48868,0,0
G24051001509003,223,77000,1894.242152,93.49775785,1.98206278,1.757847534,0.306496837,0.460196984,0.56072575,0.299720841,-70729.26577,0,0
G24051001509004,411,60000,1802.875912,97.79318735,1.984184915,1.652068127,0.280922146,0.433915165,0.559712338,0.257329602,-70064.50952,0,0
G24051001510001,180,65723,1370.15,88.62777778,1.85,1.361111111,0.159796099,0.489994221,0.623791503,0.140728187,-26171.70165,0,0
G24051001510002,456,55000,1566.109649,96.53070175,1.989035088,1.524122807,0.214647951,0.441639752,0.557396168,0.206055343,-48301.07319,0,0
G24051001510003,173,65000,2155.763006,96.40462428,2.208092486,2.10982659,0.379700189,0.442411164,0.45278668,0.440776921,-109905.4558,0,0
G24051001510004,163,60000,2280.110429,100.2147239,2.153374233,2.343558282,0.414506775,0.419098862,0.478917039,0.534445211,-139998.2006,0,0
G24051001510005,324,78000,2299.151235,102.4660494,2.138888889,2.212962963,0.419836564,0.405324006,0.485834424,0.482108961,-114556.6669,0,0
G24051001510006,293,65000,1902.675768,100.0784983,2.059726962,1.938566553,0.308857524,0.419932366,0.523637706,0.372144231,-84601.74098,0,0
G24051001510007,394,67719.5,1690.736041,77.80456853,2.024111675,1.703045685,0.249532624,0.556216615,0.540645563,0.277758927,-69765.94354,0,0
G24051001511001,193,62000,1277.26943,81.60621762,1.958549223,1.29015544,0.133797526,0.532956018,0.571954502,0.112292607,-16750.81584,0,0
G24051001511002,517,68500,1319.990329,68.86653772,2,1.638297872,0.145755704,0.610904441,0.552159943,0.251811154,-43007.62481,0,0
G24051001511003,366,85050,1555.002732,79.04098361,1.968579235,1.491803279,0.211538969,0.548651542,0.567164732,0.193103249,-30559.48919,0.027421583,0.043294298
G24051001511004,256,115000,1962.898438,87.04296875,2.015625,1.85546875,0.325714693,0.499690961,0.544698322,0.338842675,-47541.02877,0,0
G24051001511005,164,77592,1735.493902,88.99390244,1.929878049,1.646341463,0.262060977,0.487754068,0.585646241,0.255034634,-56932.57437,0,0
G24051001511006,440,1.00E+05,2114.629545,93.875,2.019318182,1.890909091,0.368186357,0.457888807,0.542934666,0.353045439,-71572.63859,0,0
G24051001513005,96,35126,1210.78125,87.89583333,2,1.447916667,0.115186552,0.494472663,0.552159943,0.17551563,-40355.01866,0,0
G24051001605001,262,45000,1292.175573,87.63740458,2,1.255725191,0.137969964,0.496053874,0.552159943,0.098494638,-25472.36143,0.035977716,0.056803065
G24051001605002,313,44000,1600.025559,95.0543131,2,1.322683706,0.224141489,0.450673116,0.552159943,0.125328353,-50099.27433,0.089837443,0.14183897
G24051001605003,356,30000,1310.426966,98.65449438,2,1.126404494,0.143078785,0.428645212,0.552159943,0.046669195,-25150.4966,0.118626706,0.187292616
G24051001605004,355,46000,1429.216901,90.81126761,2,1.343661972,0.176329752,0.47663442,0.552159943,0.133735421,-38700.30272,0.097320149,0.153652966
G24051001605005,348,48946.5,1270.37931,91.59770115,2,1.413793103,0.131868884,0.471822584,0.552159943,0.161840566,-26375.79431,0.313304359,0.494657525
G24051001606001,277,25000,1261.155235,98.28519856,2.010830325,1.111913357,0.129286936,0.430904768,0.546987989,0.040861853,-24814.33055,0,0
G24051001606002,440,27000,1291.254545,96.625,2,1.086363636,0.137712155,0.441062783,0.552159943,0.030622768,-25704.69124,0.084257615,0.133029311
G24051001606003,235,32379,1208.331915,96.45531915,2,1.114893617,0.114500949,0.442100985,0.552159943,0.042056196,-15391.6169,0,0
G24051001606004,56,13600,1266.678571,100.1071429,2.017857143,1.142857143,0.130832996,0.419757103,0.543632376,0.053262616,-36702.47485,0,0
G24051001606005,401,32000,1188.354115,94.21446384,2.019950125,1.157107232,0.108908883,0.455811779,0.542632886,0.058973359,-17303.93216,0,0
G24051001607001,263,35000,1340.509506,87.49429658,2,1.273764259,0.151499309,0.496929488,0.552159943,0.105723819,-40693.56721,0.329036616,0.519496246
G24051001607002,523,30500,1341.108987,89.6749522,2,1.110898662,0.151667112,0.483587028,0.552159943,0.040455212,-33391.89359,0.034252854,0.054079784
G24051001607003,491,33000,1413.608961,95.09775967,2,1.3299389,0.171960871,0.450407286,0.552159943,0.128235882,-46136.92727,0,0
G24051001607004,490,40000,1263.289796,89.87142857,2,1.114285714,0.12988443,0.482384876,0.552159943,0.041812578,-17525.68386,0,0
G24051001607005,267,36000,1416.074906,101.5093633,2.007490637,1.220973783,0.172651124,0.411177541,0.548582836,0.084567965,-30993.80513,0,0
G24051001607006,424,37900,1398.061321,98.73349057,2.003537736,1.200471698,0.167608869,0.428161869,0.550470519,0.076351727,-28796.08142,0,0
G24051001607007,307,36000,1437.23127,101.1693811,2,1.16286645,0.178573086,0.413257741,0.552159943,0.061281373,-29865.25424,0,0
G24051001608011,284,60000,1150.320423,71.01760563,2,1.264084507,0.098262719,0.597743015,0.552159943,0.101844645,-12565.06749,0,0
G24051001608012,276,56000,1134.289855,74.17028986,2,1.224637681,0.093775539,0.578453146,0.552159943,0.086036277,-10275.81079,0,0
G24051001608013,255,58960,1201.066667,78.09803922,2,1.184313725,0.112467304,0.554420998,0.552159943,0.069876398,-7183.982186,0,0
G24051001608014,353,53000,1496.94051,89.80453258,2,1.439093484,0.195286539,0.482794183,0.552159943,0.171979728,-44014.6989,0,0
G24051001608021,615,41551,1246.663415,95.90569106,2,1.108943089,0.125230473,0.445463914,0.552159943,0.039671514,-9451.365342,0,0
G24051001608022,158,47914.5,1419.455696,93.30379747,2.018987342,1.462025316,0.173597454,0.461383741,0.543092657,0.181169691,-40166.89647,0,0
G24051001608023,535,55000,1222.093458,79.27476636,2,1.28411215,0.118352998,0.547221129,0.552159943,0.10987075,-18133.15706,0,0
G24051001701001,203,65740,1457.103448,97.79310345,2.689655172,1.581280788,0.184135588,0.433915679,0.222819436,0.228961481,12048.61037,0,0
G24051001701002,93,68600,1478.27957,96.47311828,2.731182796,1.666666667,0.190063081,0.44199208,0.20298818,0.263179987,9365.381004,0,0
G24051001702002,54,57500,3308.37037,120.2592593,3,3.425925926,0.702331143,0.296455285,0.074616208,0.968205498,-226343.4851,0,0
G24051001703002,108,90462.5,1463.981481,20.64814815,1.986111111,2.046296296,0.186060845,0.905931275,0.558792495,0.415317071,-97620.366,0,0
G24051001803001,265,76000,2105.845283,118.2679245,2.883018868,2.109433962,0.365727519,0.308639375,0.130479815,0.440619575,-35724.68094,0,0
G24051001803002,315,63600,1565.444444,112.4444444,2.814285714,1.571428571,0.214461751,0.344270654,0.163302902,0.225013192,20963.27084,0,0
G24051001901001,35,20000,1487.257143,101.5714286,2.828571429,1.114285714,0.192576029,0.410797791,0.156480849,0.041812578,4383.100182,0,0
G24051001902001,679,71000,2137.980854,146.2989691,2.918998527,2.035346097,0.374722716,0.137129907,0.113297954,0.410928764,-14169.55395,0,0
G24051001903001,208,67300,2361.413462,147.9855769,2.990384615,2.3125,0.437264634,0.126810306,0.079207975,0.521998562,-47759.78289,0,0
G24051002002001,109,38000,1272.146789,89.21100917,2,1.220183486,0.132363627,0.486425688,0.552159943,0.084251252,-27357.03875,0,0
G24051002002004,179,22050,1287.988827,106,2,1.022346369,0.136798035,0.383701337,0.552159943,0.004967762,-18922.96766,0.175104901,0.276462662
G24051002002005,211,28000,1176.113744,98.48815166,2,1.023696682,0.105482631,0.429662989,0.552159943,0.005508902,-9828.356512,0.088588032,0.139866349
G24051002005001,117,18000,1263.623932,101,2.213675214,1.196581197,0.129977959,0.414294108,0.450120683,0.074792603,-22609.94345,0,0
G24051002005002,295,21100,1130.433898,101.1220339,2.047457627,1.06440678,0.092696202,0.413547437,0.52949685,0.021823528,-10459.78692,0.511117375,0.806972672
G24051002005003,274,25000,1027.040146,100.9562044,2.005474453,1.03649635,0.063754842,0.414562074,0.549545652,0.010638386,983.3024629,0,0
G24051002005004,373,30000,1130.343164,97.16621984,2.085790885,1.034852547,0.092670804,0.4377513,0.511191043,0.009979629,-516.4700961,0.002380448,0.003758347
G24051002005005,461,22500,1121.045553,105.3232104,2.104121475,1.045553145,0.090068273,0.387842311,0.502437385,0.014267909,-268.7813231,0,0
G24051002006001,678,36000,1094.292035,91.77876106,2.002949853,1.087020649,0.082579588,0.470714759,0.550751259,0.030886066,-4186.984553,0.060901736,0.096154111
G24051002006002,400,35000,1141.7175,98.06,2,1.0975,0.095854641,0.432282658,0.552159943,0.03508568,-4913.973077,0.086963345,0.137301227
G24051002006003,539,39500,1172.951763,86.02597403,2.003710575,1.192949907,0.104597548,0.505913499,0.550387981,0.073337359,-18299.40205,0,0
G24051002007011,453,40726,1242.514349,92.799117,2,1.284768212,0.124069091,0.464471656,0.552159943,0.110133668,-23329.25499,0,0
G24051002007012,458,44700,1233.884279,87.65938865,2,1.248908297,0.121653414,0.495919363,0.552159943,0.095762759,-20523.07237,0,0
G24051002007013,368,51500,1074.641304,73.55978261,2,1.274456522,0.077079073,0.582188568,0.552159943,0.106001244,-13435.22523,0,0
G24051002007014,611,43000,1350.369885,94.8396072,2,1.374795417,0.154259367,0.451986806,0.552159943,0.146212191,-33910.67432,0,0
G24051002007015,280,44700,1393.589286,93.375,2,1.360714286,0.166357083,0.460948085,0.552159943,0.140569159,-36071.84508,0,0
G24051002007021,314,37500,1259.942675,94.21019108,1.996815287,1.213375796,0.128947524,0.455837923,0.553680783,0.081523061,-22630.57701,0,0
G24051002007022,448,39718.5,1248.647321,91.28348214,1.995535714,1.1875,0.125785796,0.47374515,0.554291835,0.071153301,-20290.8209,0,0
G24051002008001,516,50338.5,1512.387597,100.4825581,2.050387597,1.362403101,0.199610395,0.417460104,0.528097662,0.141245954,-31556.87277,0.032733086,0.051680313
G24051002008002,422,52855,1739.490521,106.971564,2.097156398,1.537914692,0.263179687,0.37775677,0.505763514,0.21158246,-50604.58215,0,0
G24051002008003,388,36002.5,1261.858247,100.4561856,2.006443299,1.118556701,0.12948372,0.417621466,0.549082986,0.043524182,-12818.24012,0,0
G24051002101001,810,54950,1089.174074,118.0888889,2.15308642,1.482716049,0.081146999,0.309734814,0.479054482,0.18946153,20888.57111,0,0
G24051002101002,1628,70000,1215.051597,112.0307125,2.375921376,1.565724816,0.116381882,0.346802095,0.372641045,0.222727404,29289.1642,0,0
G24051002102001,1724,42000,1157.942575,122.2575406,2.048143852,1.273781903,0.100396267,0.284228692,0.529169148,0.10573089,12100.05892,0.10767869,0.170007447
G24051002102002,1766,49867.5,1184.155153,110.1930917,2.103057758,1.36806342,0.107733534,0.358045678,0.502945356,0.143514334,5698.63591,0,0
G24051002201001,536,131136,1508.669776,117.9123134,2.505597015,1.764925373,0.198569725,0.310815201,0.310715256,0.302557295,66525.26429,0,0
G24051002201002,415,280500,1776.510843,69.26506024,2.551807229,2.004819277,0.273542194,0.608466059,0.288647858,0.398695099,142891.1634,0,0
G24051002201004,694,268000,1676.903458,110.4020173,2.621037464,1.902017291,0.245660691,0.356767355,0.255587393,0.357497065,182113.5402,0,0
G24051002301001,852,150600,1568.627934,115.8814554,2.294600939,1.879107981,0.215352854,0.323241116,0.41147511,0.348316129,59336.51734,0,0
G24051002301002,288,111000,1562.861111,115.8888889,2.628472222,1.729166667,0.213738639,0.323195633,0.252036971,0.288226946,50091.04962,0,0
G24051002302001,704,173000,1321.102273,133.1690341,2.3359375,1.612215909,0.146066953,0.217466127,0.391735095,0.241358772,135077.2961,0,0
G24051002302002,1315,146900,1286.355133,126.8555133,2.22661597,1.751330798,0.136340741,0.256095747,0.443940906,0.297109251,91431.45432,0,0
G24051002303001,42,52500,1210.166667,121,2,1.119047619,0.115014522,0.291923023,0.552159943,0.043720918,23926.37697,0,0
G24051002303002,1385,118000,1165.807942,127.9025271,2.14368231,1.682310469,0.102597893,0.249689536,0.483545356,0.269449261,72487.64445,0,0
G24051002401001,1268,232375,1556.509464,98.22476341,2.396687697,1.855678233,0.211960724,0.431274544,0.362724219,0.338926626,135749.7757,0,0
G24051002401002,830,176950,1333.13253,113.1120482,2.227710843,1.790361446,0.14943439,0.340185884,0.443418056,0.312750835,104289.2161,0,0
G24051002402001,911,230000,1604.118551,98.62239297,2.444017563,2.083424808,0.225287175,0.428841626,0.340122138,0.430196371,118543.9869,0,0
G24051002402002,837,195000,1328.657109,135.4563919,2.201911589,1.772998805,0.148181657,0.203470804,0.455738329,0.305792734,140045.5034,0,0
G24051002403001,490,215000,1522.967347,134.5061224,2.566326531,1.989795918,0.202571816,0.20928508,0.281714257,0.392674468,152247.781,0,0
G24051002403002,601,225000,1639.524126,138.8569052,2.644758735,1.921797005,0.235197692,0.182664579,0.244259449,0.365423812,165160.1451,0,0
G24051002403003,642,209000,1555.341121,136.305296,2.436137072,1.950155763,0.211633689,0.198276739,0.343885417,0.376788623,139455.4255,0,0
G24051002404001,1053,157500,1283.464387,122.9952517,2.199430199,1.820512821,0.135531581,0.279714967,0.456923301,0.324834039,93217.56759,0,0
G24051002404003,1058,180000,1319.765595,109.915879,2.081758034,1.693761815,0.145692798,0.359741819,0.513116906,0.274038404,102894.4054,0,0
G24051002501011,314,69650,1229.665605,74.81528662,1.926751592,1.299363057,0.120472548,0.574506698,0.587139261,0.115982572,-13128.62566,0.108529419,0.171350612
G24051002501012,1024,67762.5,1092.945313,64.11230469,2.0078125,1.108398438,0.082202622,0.639993474,0.548429132,0.039453244,4559.348386,0.018633746,0.029419708
G24051002501021,382,59195.5,1113.303665,79.80104712,2,1.172774869,0.08790121,0.544001052,0.552159943,0.065252185,2367.894839,0.022409291,0.03538069
G24051002501022,674,60670,1025.252226,67.45994065,1.981454006,1.108308605,0.063254378,0.619510782,0.561016466,0.039417244,4107.041299,0,0
G24051002501031,380,78750,1096.15,77.15526316,1.996052632,1.210526316,0.083099659,0.560189425,0.554044984,0.080381128,18637.58276,0.006307263,0.00995816
G24051002501032,552,79900,964.2608696,66.24818841,2,1.10326087,0.046182043,0.626924954,0.552159943,0.037394357,28856.14837,0,0
G24051002501033,502,82750,1087.930279,79.39840637,1.868525896,1.262948207,0.080798844,0.546464631,0.614944577,0.101389272,13998.16649,0,0
G24051002501034,245,76000,1157.677551,80.57142857,1.906122449,1.2,0.100322083,0.539287431,0.596990579,0.076162693,8654.67897,0,0
G24051002502031,155,45000,965.3677419,63.92903226,2,1.180645161,0.046491872,0.641114836,0.552159943,0.068406215,-12791.01174,0.024234908,0.038263048
G24051002502032,201,35000,880.278607,68.92537313,2,1.009950249,0.022674231,0.610544453,0.552159943,0,-1185.53521,0,0
G24051002502041,33,54550,1117.909091,31,1.954545455,1.121212121,0.089190333,0.842592907,0.573866476,0.044588345,-41238.96209,0,0
G24051002502042,226,22750,799.2743363,76.2699115,1.973451327,1.017699115,0,0.565606497,0.564838095,0.003105369,-3002.830059,0,0
G24051002502051,47,79500,1651.510638,80.87234043,1.659574468,1.70212766,0.238552884,0.537446286,0.714728023,0.277391027,-74696.96957,0,0
G24051002502052,494,58000,999.8380567,59.31781377,1.989878543,1.026315789,0.056140596,0.669328827,0.556993381,0.006558512,2637.934106,0,0
G24051002502053,569,53000,1029.901582,64.4745167,1.98857645,1.015817223,0.064555798,0.63777726,0.557615188,0.002351198,-151.4796448,0,0
G24051002502054,990,52500,1137.151515,70.26565657,1.947474747,1.101010101,0.094576558,0.602343857,0.577243048,0.036492358,-12692.65708,0.169413829,0.267477368
G24051002502055,154,52000,1074.694805,65.23376623,1.785714286,1.077922078,0.077094049,0.633131751,0.654490743,0.027239802,-20590.95449,0,0
G24051002502061,459,61000,1267.189542,89.08496732,1.986928105,1.283224401,0.130976024,0.487196882,0.558402345,0.109514984,-8767.001311,0.018824097,0.029720242
G24051002502062,495,64916,1073.418182,75.71313131,1.926262626,1.129292929,0.076736704,0.569013187,0.587372764,0.04782674,6270.116673,0.009180729,0.014494904
G24051002502063,373,70000,1214.227882,79.12600536,1.77613941,1.335120643,0.116151313,0.548131332,0.659063165,0.130312472,-19558.69193,0,0
G24051002502072,135,45000,1040.222222,66.47407407,1.988888889,1.051851852,0.06744469,0.62554286,0.557465984,0.016792124,-9623.07642,0.053677212,0.084747742
G24051002503011,835,30251,1166.94491,98.5760479,1.998802395,1.058682635,0.102916146,0.429125191,0.552731852,0.019529569,-8996.16765,0.011873278,0.018746009
G24051002503012,332,47000,1129.003012,67.13855422,1.99246988,1.093373494,0.092295677,0.621477202,0.555755905,0.033431978,-16772.75204,0.026156816,0.041297434
G24051002503031,451,54425,994.9667406,82.14855876,2,1.059866962,0.054777046,0.529637675,0.552159943,0.02000419,16242.79594,0.34520968,0.545030929
