GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_area_flood,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24000504505031,165,83400,1110.545455,53.67272727,1.978787879,1.139393939,0.020290907,0.097388499,0.703868595,0.558705118,-0.947011849,0.9679639,2156.168586
G24000504505032,547,82900,1153.974406,56.82084095,2,1.168190128,0,0.110976269,0.684606691,0.548492448,-0.935224046,1,455.7119788
G24000504505033,75,76500,1152,57.64,2,1.266666667,0,0.11035853,0.679594621,0.548492448,-0.894912389,1,-12013.10046
G24000504505041,377,79600,1035.328912,62.75331565,2,1.188328912,0,0.073855233,0.648308522,0.548492448,-0.926980176,1,7484.858683
G24000504505042,71,85000,1093.830986,64.32394366,2,1.183098592,0,0.092158984,0.638698549,0.548492448,-0.929121223,1,11016.37208
G24000504508001,188,340000,2068.297872,14.38829787,2.164893617,2.473404255,0,0.397043895,0.944232508,0.469103677,-0.400930851,1,88913.71698
G24000504508002,829,96439,1206.738239,48.45958987,1.793124246,1.270205066,0,0.127484676,0.735765459,0.648093707,-0.893463934,1,-14983.58525
G24000504508003,213,130000,1226.032864,54.78403756,1.448356808,1.596244131,0,0.133521454,0.697068983,0.814083535,-0.759998896,1,-20468.77968
G24000504509001,414,155000,1592.729469,52.77777778,1.405797101,1.628019324,0,0.248251122,0.709344392,0.834574096,-0.746991629,1,-23522.65154
G24000504509002,1030,152700,1543.185437,34.55242718,1.777184466,1.832038835,0,0.232750105,0.820857189,0.655767985,-0.663475649,1,-29594.028
G24000504510001,239,150000,1858.422594,47.40167364,1.50209205,1.778242678,0,0.331379472,0.742238377,0.788212462,-0.685497262,1,-53297.46325
G24000504510002,182,185500,1875.120879,55.04395604,1.527472527,1.692307692,0,0.336603924,0.695478657,0.775992917,-0.720674998,1,-5297.496572
G24000504511001,579,222847,1979.319516,32.59585492,1.713298791,2.001727116,0,0.369204921,0.832828582,0.68652603,-0.594013258,1,-2405.830386
G24000504512001,477,141900,1372.052411,54.76519916,1.549266247,1.511530398,0.051521377,0.179207108,0.697184246,0.765500233,-0.794676709,0.918655978,-4526.686168
G24000504512002,936,95000,990.3621795,73.01282051,1.084935897,1.192307692,0.025207567,0.059786331,0.585535185,0.989054161,-0.925351451,0.960201279,-19982.7174
G24000504513001,502,95000,1056.986056,71.82868526,1.163346614,1.247011952,0,0.08063118,0.592780381,0.95130297,-0.902958103,1,-24502.38748
G24000504513002,221,94000,1161.791855,70.70135747,1.171945701,1.343891403,0,0.113422142,0.599677997,0.947162901,-0.863300219,1,-38829.00706
G24000504514011,384,92700,1322.65625,47.69791667,2.2578125,1.416666667,0,0.163752356,0.740425798,0.424367464,-0.833509453,1,-9040.783557
G24000504514012,1016,280438,2024.419291,14.18110236,2.545275591,2.313976378,0,0.383315448,0.945500245,0.285967071,-0.466193116,1,65221.85573
G24000504514021,438,79884,1077.828767,58.53881279,1.898401826,1.173515982,0.002316242,0.087152313,0.674095187,0.597407344,-0.933043892,0.996343024,-2987.400845
G24000504514023,1005,97500,1210.533333,36.79303483,1.957711443,1.290547264,0,0.128672061,0.807147909,0.568852463,-0.885136797,1,-15095.12875
G24000504515001,996,80256.5,1073.7249,65.39056225,1.999497992,1.133534137,0,0.085868321,0.632172386,0.548734142,-0.949410577,1,11718.07177
G24000504515002,219,85000,1100.940639,51.17351598,2,1.105022831,0,0.094383406,0.719160155,0.548492448,-0.961081762,1,5625.834862
G24000504515003,488,88000,1205.782787,61.22745902,1.94057377,1.293032787,0,0.127185741,0.657644559,0.577103472,-0.884119341,1,-6195.463632
G24000504516001,44,257500,1946.977273,53.54545455,1.647727273,1.863636364,0,0.359085889,0.70464732,0.718095731,-0.650541109,1,56438.06842
G24000504516002,397,112000,1246.785894,65.23425693,1.151133501,1.267002519,0,0.140014528,0.633128748,0.957183028,-0.894774906,1,-26079.65993
G24000504517011,823,299750,2117.154313,27.35236938,1.993317132,2.121506683,0.001427337,0.412329783,0.864911133,0.551709944,-0.544981145,0.997746462,70356.08546
G24000504517012,573,170850,1785.132635,24.89877836,2.173647469,2.006980803,0.000400993,0.308448983,0.879923563,0.464889095,-0.591862646,0.999366896,-22245.21253
G24000504517021,276,171500,1717.612319,42.00362319,1.673913043,1.811594203,0.009416763,0.287323662,0.775266642,0.705488474,-0.671844719,0.985132435,-19748.31654
G24000504517022,310,180000,1711.890323,51.6,1.401612903,1.680645161,0,0.285533401,0.716550689,0.836588597,-0.725449089,1,-10422.12122
G24000504518011,219,167000,1729.826484,41.37442922,1.511415525,1.821917808,0,0.291145151,0.779116399,0.783723633,-0.667618721,1,-35908.25486
G24000504518012,361,150000,1737.085873,44.73961219,1.703601108,1.670360111,0.006487881,0.293416422,0.758526344,0.691195023,-0.729659304,0.989756673,-28749.43742
G24000504518013,457,152500,1600.199125,38.42669584,1.877461707,1.542669584,0.007529728,0.250588179,0.797152266,0.607489058,-0.781929792,0.988111762,-4009.662492
G24000504518014,216,105996,1311.226852,28.15277778,1.949074074,2.018518519,0,0.160176399,0.860013791,0.573010963,-0.587139649,1,-70418.12758
G24000504518021,568,215000,2002.209507,30.38908451,1.75,1.947183099,0,0.376366594,0.846330827,0.668856068,-0.61634101,1,-7411.370003
G24000504518022,292,250000,2083.767123,35.96917808,1.58390411,1.921232877,0,0.401883814,0.812188722,0.748823679,-0.626963809,1,19189.24632
G24000504518023,44,169890,1751.136364,49.56818182,1.715909091,1.545454545,0,0.297812449,0.728982479,0.685269289,-0.780789761,1,3396.065661
G24000504518031,1462,136250,1454.546512,29.45348837,2.316689466,1.703830369,0,0.20501733,0.852055323,0.396020885,-0.715958157,1,-4190.260954
G24000504518032,588,154870,1508.914966,31.97619048,1.724489796,1.833333333,0,0.222027781,0.836620033,0.68113807,-0.662945742,1,-30613.3169
G24000504519001,68,150000,1602.161765,49.92647059,1.602941176,1.617647059,0,0.251202238,0.72679027,0.739658198,-0.751237545,1,-19021.97354
G24000504519002,367,168000,1855.659401,34.02724796,1.696185286,1.841961853,0.006041709,0.330514942,0.824070526,0.694765403,-0.659413633,0.990461107,-38597.57004
G24000504519003,246,130000,1442.191057,63.17886179,1.567073171,1.520325203,0,0.201151635,0.645704795,0.75692701,-0.79107653,1,-14418.1435
G24000504520001,310,152434,1451.516129,62.32258065,1.4,1.493548387,0,0.204069203,0.650943998,0.837365137,-0.802037697,1,-1180.287059
G24000504520002,476,114850,1403.262605,67.26680672,1.553571429,1.445378151,0.001288653,0.188971952,0.620692482,0.763427484,-0.821756323,0.997965423,-19600.14528
G24000504521001,618,152500,1629.78479,52.75080906,1.551779935,1.705501618,0,0.259844751,0.709509402,0.764290007,-0.715274026,1,-25035.02584
G24000504521002,324,145000,1668.549383,56.33950617,1.489197531,1.669753086,0,0.271973167,0.687551764,0.794420586,-0.729907792,1,-33200.8153
G24000504521003,234,114775,1459.260684,70.26495726,1.523504274,1.495726496,0,0.20649227,0.602348135,0.777903451,-0.801146082,1,-25914.82703
G24000504523001,852,68000,1006.620892,64.51408451,2,1.038732394,0,0.064873252,0.637535162,0.548492448,-0.988217945,1,9359.174894
G24000504523002,697,74000,1015.41033,71.27977044,1.976327116,1.078909613,0.006128388,0.067623235,0.596138946,0.559889864,-0.971771284,0.990324255,16109.54719
G24000504524001,414,88600,1064.060386,70.9178744,1.809178744,1.128019324,0.198113275,0.082844551,0.598353226,0.640364197,-0.951668081,0.687210792,17694.31906
G24000504524002,806,189635,1769.289082,30.84491315,1.802109181,1.954094293,0,0.303491954,0.843541815,0.643767869,-0.613511893,1,-16008.85201
G24000504525001,281,111000,1321.412811,66.02135231,1.713523132,1.341637011,0,0.163363317,0.628312862,0.68641802,-0.86422306,1,-2995.23386
G24000504525002,1046,81000,1122.899618,62.58604207,2.01959847,1.193116635,0,0.10125379,0.649331995,0.539056676,-0.925020308,1,4376.030747
G24000504525003,255,120000,1402.682353,54.70588235,1.490196078,1.494117647,0,0.188790406,0.69754718,0.793939831,-0.801804669,1,-31467.45317
G24000504901001,511,342000,2338.273973,46.54207436,1.666340509,2.183953033,0,0.481512275,0.747497882,0.709134305,-0.51941855,1,91053.89286
G24000504901002,263,321250,2369.418251,58.78707224,1.385931559,2.254752852,0,0.491256496,0.672576198,0.844138451,-0.490436438,1,56725.07337
G24000504901003,576,350000,2334.505208,60.44965278,1.368055556,2.284722222,0,0.480333128,0.662403608,0.852744933,-0.478168389,1,85729.46766
G24000504902001,352,240000,1957.982955,58.05397727,1.883522727,1.727272727,0,0.362529275,0.677061679,0.604570953,-0.70636196,1,65172.9803
G24000504902002,422,231000,1707.225118,65.507109,1.781990521,1.713270142,0,0.284073782,0.631459288,0.653454088,-0.712093958,1,71941.99647
G24000504902003,367,215000,1674.351499,62.94550409,1.719346049,1.716621253,0,0.273788496,0.647132607,0.68361455,-0.710722171,1,51953.58628
G24000504903011,244,151450,1275.168033,65.76639344,1.985655738,1.368852459,0,0.148894549,0.629872842,0.555398557,-0.853082338,1,54111.68179
G24000504903012,201,210000,1687.970149,64.2238806,1.696517413,1.641791045,0.011444995,0.278049411,0.639310791,0.694605499,-0.741354135,0.981930181,51207.17261
G24000504903013,231,2.00E+05,1352.904762,57.81385281,1.987012987,1.458874459,0.016049914,0.173216315,0.678530894,0.554745103,-0.81623157,0.974659749,85884.7723
G24000504903021,188,255000,1862.952128,57.90425532,1.824468085,2.037234043,0,0.332796643,0.677977761,0.633003075,-0.579478395,1,60714.6917
G24000504903022,319,240000,1891.065831,64.42633229,1.923197492,2.181818182,0,0.341592677,0.638072079,0.585469359,-0.520292457,1,44970.69657
G24000504904001,301,306000,2374.830565,70.71096346,1.725913621,2.242524917,0.012718621,0.492949866,0.599619222,0.680452563,-0.495441979,0.97991933,71636.4782
G24000504904002,143,365000,2428.958042,73.76223776,1.555944056,2.503496503,0.028144902,0.509884922,0.580949835,0.762285172,-0.388612502,0.955563696,102004.171
G24000504905001,184,387500,2582.945652,58.15217391,1.668478261,2.445652174,0.002016415,0.558063571,0.676460858,0.708105075,-0.412291246,0.996816403,113206.0733
G24000504905002,356,387500,2583.755618,71.6741573,1.688202247,2.573033708,0.003382034,0.558316988,0.593725868,0.698608873,-0.360147245,0.994660309,116182.8798
G24000504905003,202,292500,2242.79703,67.02475248,1.853960396,2.099009901,0.054548842,0.451640065,0.622173504,0.61880387,-0.554190268,0.913876094,81287.89228
G24000504906011,646,250000,1378.995356,78.26315789,2,1.650154799,0,0.181379372,0.553410711,0.548492448,-0.737930408,1,137694.6081
G24000504906012,558,241300,1418.114695,74.79928315,2.020609319,1.453405018,0,0.193618778,0.574604616,0.538569999,-0.818470502,1,138800.9925
G24000504906021,695,235000,1368.926619,67.70215827,1.987769784,1.372661871,0,0.17822913,0.61802876,0.55438074,-0.851522944,1,133486.3215
G24000504906022,774,245000,1373.736434,68.62790698,2.084625323,1.57881137,0.01909192,0.179733994,0.612364516,0.507749207,-0.767135048,0.969856909,135660.9554
G24000504906031,726,222202.5,1390.721763,66.29201102,1.988292011,1.26446281,0.045136386,0.185048254,0.626656823,0.554129311,-0.895814544,0.928736858,126617.9007
G24000504906032,274,359950,2309.058394,53.30656934,1.983576642,2.419708029,0.002856149,0.472371493,0.706108952,0.556399547,-0.422911557,0.995490597,118426.9405
G24000504907011,358,301500,2049.145251,66.0698324,1.511173184,2.01396648,0,0.391051547,0.628016234,0.783840309,-0.589003039,1,85805.70451
G24000504907031,375,268500,1972.738667,77.74666667,1.878666667,2.029333333,0,0.367145947,0.55657089,0.606908925,-0.582712573,1,87105.7974
G24000504907032,309,290000,1977.977346,71.62135922,1.896440129,1.922330097,0,0.368784992,0.594048916,0.598351811,-0.626514659,1,111926.9422
G24000504908001,460,247250,1620.319565,66.80434783,1.452173913,1.739130435,0,0.256883333,0.623522062,0.812245772,-0.701507973,1,73185.45079
G24000504908002,815,250000,1718.741104,77.23312883,1.916564417,1.806134969,0.031652678,0.287676829,0.559712999,0.588662883,-0.674079472,0.950025479,101548.9914
G24000504909001,672,168500,1374.412202,70.66964286,1.810267857,1.675595238,0,0.179945424,0.599872045,0.639839838,-0.72751629,1,37547.30222
G24000504909002,310,225725,1455.596774,56.01935484,1.875806452,2.006451613,0,0.205345929,0.689510627,0.608285988,-0.592079272,1,59280.64084
G24000504910001,311,249900,1841.163987,62.32475884,1.837620579,1.861736334,0,0.325979711,0.65093067,0.626670748,-0.651318891,1,73349.56087
G24000504910002,522,324500,2001.678161,77.44061303,2.048850575,1.959770115,0,0.37620035,0.558443496,0.52497312,-0.611188479,1,155980.7215
G24000504911001,442,169475,1313.690045,74.75113122,1.597285068,1.529411765,0.002013316,0.160947068,0.574899236,0.742381357,-0.787356919,0.996821295,43004.13575
G24000504911002,463,2.00E+05,1524.334773,78.83585313,1.712742981,1.64362851,0,0.226852231,0.549906644,0.686793627,-0.740601963,1,63082.8631
G24000504911003,446,237000,1524.663677,84.77130045,1.700672646,1.760089686,0,0.226955136,0.513590287,0.692604944,-0.692928242,1,95960.46384
G24000504912011,535,155000,1399.994393,64.88037383,1.939252336,1.579439252,0,0.187949415,0.635294001,0.577739683,-0.766878022,1,32213.4339
G24000504912012,501,165000,1343.608782,61.91217565,1.996007984,1.279441118,0,0.170307849,0.653455083,0.550414422,-0.88968313,1,67368.68425
G24000504912021,878,158906,1176.458998,68.40205011,1.99715262,1.198177677,0,0.118011103,0.613746434,0.549863332,-0.922948556,1,82025.84527
G24000504912022,352,155500,1329.244318,66.19886364,1.994318182,1.340909091,0,0.165813588,0.62722675,0.551227984,-0.864521037,1,57742.30491
G24000504913001,709,179999,1541.423131,65.9506347,1.475317348,1.644569817,0.004626214,0.232198726,0.628745552,0.801103262,-0.740216636,0.992695947,17946.30774
G24000504913002,181,139000,1557.480663,60.0718232,1.582872928,1.502762431,0,0.237222703,0.664715379,0.749320146,-0.798265902,1,-12566.31087
G24000504914011,170,91086,1150.2,63.14117647,2,1.158823529,0,0.109795357,0.645935375,0.548492448,-0.93905829,1,14507.3313
G24000504914012,435,105000,1307.278161,60.65977011,1.813793103,1.354022989,0,0.158940959,0.661117994,0.638142593,-0.859152824,1,-7354.139418
G24000504914021,746,95000,1215.309651,63.46782842,1.745308311,1.252010724,0.020788941,0.130166445,0.643936737,0.671114903,-0.900911841,0.967177584,-6259.723797
G24000504914022,745,83000,1165.302013,65.08456376,2,1.324832215,0,0.114520378,0.634044654,0.548492448,-0.871102152,1,-4458.819209
G24000504915001,586,118500,1087.481229,67.67235495,1.840443686,1.21331058,0,0.090172313,0.618211113,0.62531155,-0.916753858,1,36059.02861
G24000504915002,607,145000,1335.235585,68.07578254,1.676276771,1.382207578,0,0.167688097,0.61574272,0.704350447,-0.847615381,1,26801.74957
G24000504915003,524,155000,1359.267176,70.8721374,1.996183206,1.229007634,0,0.175206946,0.598633071,0.55033006,-0.910328223,1,67025.57643
G24000504916001,222,118205,1204.081081,70.47747748,1.797297297,1.306306306,0,0.126653322,0.601047819,0.646084572,-0.878685787,1,22069.95825
G24000504916002,821,99900,1090.658952,70.06090134,1.998781973,1.2545676,0,0.091166538,0.603596663,0.549078872,-0.899865176,1,25604.97398
G24000504916003,593,96000,1036.300169,70.19730185,1.99915683,1.099494098,0,0.074159113,0.602762089,0.548898396,-0.963344965,1,35820.72775
G24000504917011,222,177500,1455.126126,54.51801802,1.272522523,1.522522523,0,0.205198676,0.698696638,0.89873974,-0.790177051,1,8001.067527
G24000504917012,302,153200,1367,48.69205298,1.720198675,1.533112583,0,0.177626342,0.734343121,0.683204049,-0.785841979,1,9919.644034
G24000504917013,629,222000,1704.872814,39.35612083,1.795707472,2.101748808,0,0.283337808,0.791465529,0.646850001,-0.553069088,1,16279.34306
G24000504919001,449,151000,1341.797327,64.6481069,1.386414254,1.360801782,0,0.169741093,0.636715139,0.843906055,-0.856377906,1,14145.68534
G24000504919002,458,155500,1320.117904,65.20960699,1.089519651,1.334061135,0,0.162958174,0.63327957,0.986847292,-0.867324267,1,4772.869996
G24000504920011,320,138500,1315.459375,63.859375,1.6859375,1.35625,0,0.161500644,0.641541038,0.699699246,-0.858241191,1,20514.51678
G24000504920012,192,138250,1382.078125,66.29166667,1.466145833,1.583333333,0,0.182343889,0.626658929,0.805518929,-0.765283969,1,-10448.98867
G24000504920021,351,125000,1209.680912,61.52136752,1.887464387,1.287749288,0,0.128405361,0.655846264,0.602673223,-0.886282156,1,28048.93357
G24000504920022,442,156500,1352.099548,69.72624434,1.549773756,1.522624434,0,0.172964385,0.60564428,0.765255891,-0.790135333,1,21422.6524
G24000504920023,259,134900,1343.467181,60.91119691,1.637065637,1.494208494,0,0.170263546,0.659579626,0.723228823,-0.80176748,1,477.6649434
G24000504920024,550,148000,1350.807273,64.84,1.727272727,1.376363636,0,0.172560066,0.635541031,0.679798215,-0.850007615,1,29726.2682
G24000504921011,322,136000,1314.829193,66.04037267,1.279503106,1.332298137,0,0.161303477,0.628196485,0.895378907,-0.868045956,1,-2463.206649
G24000504921012,35,165000,1494.028571,67.77142857,1.6,1.657142857,0,0.217370222,0.617604926,0.74107424,-0.735069826,1,13575.54894
G24000504921013,344,146000,1344.706395,69.80523256,1.677325581,1.494186047,0,0.170651263,0.605160986,0.703845493,-0.801776669,1,20897.46589
G24000504921014,408,143000,1398.10049,80.65686275,1.574754902,1.490196078,0,0.187356863,0.538764698,0.753228606,-0.803409975,1,17544.58418
G24000504921021,564,130000,1300.379433,84.61170213,1.534574468,1.478723404,0,0.156782529,0.514566798,0.772573656,-0.808106347,1,11900.72138
G24000504921022,556,130000,1303.005396,69.68345324,1.496402878,1.498201439,0.236695232,0.157604123,0.605906099,0.790951539,-0.800132957,0.626296046,543.2583339
G24000504922001,483,215000,1843.026915,50.88819876,1.585921325,1.929606625,0,0.326562572,0.720905884,0.747852482,-0.623535991,1,9796.611242
G24000504922002,661,165000,1415.502269,50.98184569,1.772314675,1.82602118,0,0.192801419,0.7203329,0.658112568,-0.665938994,1,3390.345513
G24000504922003,208,171000,1432.418269,47.64423077,1.865384615,1.504807692,0,0.198093988,0.740754278,0.613303628,-0.797428668,1,33511.13515
G24000504923001,643,79900,1014.315708,65.93934681,2.000777605,1.097978227,0,0.067280757,0.628814618,0.548118066,-0.963965491,1,17863.03308
G24000504923002,1237,120000,1414.455133,54.68148747,1.771624899,1.539207761,0.007218026,0.192473798,0.697696441,0.658444664,-0.7833469,0.988603891,-18637.55243
G24000504924011,829,110000,1428.589867,43.10012063,1.892641737,1.862484922,0,0.196896182,0.768557663,0.600180565,-0.651012455,1,-54065.71564
G24000504924012,1155,188350,1652.889177,23.95757576,1.998268398,2.182683983,0,0.267073503,0.885682362,0.549326135,-0.519938039,1,-20151.79677
G24000504924021,1163,218500,1904.080825,24.17712812,1.989681857,2.232158212,0,0.345664725,0.884339019,0.553460164,-0.49968562,1,-8673.356412
G24000504924022,1517,217938,1609.339486,23.13974951,2.01252472,2.116018457,0,0.253447957,0.890686277,0.542462365,-0.547227766,1,16838.79698
G24000504926002,388,187750,1853.368557,40.30412371,1.918814433,1.992268041,0,0.329798198,0.785665121,0.587579603,-0.597885358,1,-11199.00046
G24000504926003,528,168950,1479.589015,42.59659091,1.887310606,1.778409091,0,0.212852467,0.771638536,0.602747261,-0.685429141,1,6980.255986
G24001305081022,640,152950,1332.598438,28.1203125,1.98046875,1.2453125,0,0.166863003,0.860212432,0.557895856,-0.903653779,1,30738.09911
G24051000101001,1308,179450,1280.383028,107.7331804,2.077217125,1.792813456,0,0.150526183,0.373096778,0.511315917,-0.679532672,1,90913.85039
G24051000101002,1079,183000,1460.640408,108.1899907,2.242354032,1.825764597,0,0.206923949,0.37030176,0.431810013,-0.666044027,1,91551.27968
G24051000101003,660,209950,1440.172727,87.05757576,2.133333333,2.036363636,0,0.200520153,0.499601588,0.484298517,-0.579834698,1,82002.39775
G24051000102001,1053,76200,1225.698006,115.6001899,2.00379867,1.741690408,0,0.133416686,0.324962054,0.546663561,-0.70046004,1,-3647.546116
G24051000102002,652,1.00E+05,1225.207055,113.6641104,2.009202454,1.743865031,0,0.133263081,0.336808061,0.544061885,-0.699569852,1,18819.37211
G24051000102003,1016,150000,1207.669291,110.5895669,2.011811024,1.653543307,0,0.127775978,0.355619823,0.542805977,-0.736543312,1,73852.44026
G24051000102004,715,88000,1338.418182,116.7958042,2.121678322,1.802797203,0,0.168683847,0.317646623,0.489909874,-0.675445796,1,5098.94375
G24051000103001,1036,164950,1232.801158,98.67857143,2.102316602,1.786679537,0.103384745,0.135639075,0.428497895,0.499231661,-0.68204361,0.836772005,75815.7506
G24051000103002,1635,134000,1286.644648,106.2770642,2.225688073,1.686238532,0,0.152485278,0.382006104,0.439833913,-0.723159427,1,60067.6369
G24051000104001,970,149950,1214.334021,101.643299,2.087628866,1.62371134,0,0.129861196,0.410358049,0.506303137,-0.748755114,1,72869.54135
G24051000104002,581,180000,1572.370052,111.9053356,2.623063683,1.82444062,0,0.241881199,0.34756922,0.248515645,-0.666586001,1,107333.6578
G24051000105001,642,141000,1879.250779,96.90654206,2.627725857,2.157320872,0,0.33789606,0.439340153,0.246271021,-0.530320502,1,15452.45753
G24051000105002,955,117000,1458.451309,106.2848168,2.364921466,1.863874346,0,0.206239038,0.38195867,0.372799372,-0.65044369,1,28739.55022
G24051000201001,633,1.00E+05,1808.093207,113.0631912,2.643759874,2.042654028,0,0.315632738,0.340484818,0.238551371,-0.577259708,1,334.8358861
G24051000201002,1201,115000,1424.014155,114.3638634,2.570358035,1.728559534,0,0.195464563,0.332526584,0.273891015,-0.705835202,1,56633.28713
G24051000202001,527,127000,1947.56926,98.59392789,2.923149905,2.003795066,0,0.359271106,0.429015791,0.104037788,-0.593166737,1,26755.16233
G24051000202002,1023,114000,1517.999022,118.1906158,2.628054741,1.880742913,0,0.224869942,0.309112392,0.246112678,-0.643538493,1,45911.24699
G24051000203001,587,125000,1416.316865,118.8398637,2.429301533,1.713798978,0,0.193056285,0.305139934,0.3418033,-0.711877478,1,63354.80134
G24051000203002,255,158000,1549.501961,152.5960784,2.494117647,1.647058824,0,0.234726378,0.098600702,0.310597292,-0.739197754,1,123553.2234
G24051000203003,193,175000,1477.772021,167.2176166,2.60880829,1.70984456,0,0.212283977,0.009138027,0.255378968,-0.713496231,1,158745.6527
G24051000301001,180,72750,1547.744444,140.9944444,2.525,1.416666667,0,0.234176498,0.169585929,0.295728845,-0.833509453,1,47046.81318
G24051000301002,149,91952,1903.275168,87.61073826,2.788590604,2.026845638,0,0.345412656,0.496217033,0.168821967,-0.583730918,1,-23850.42094
G24051000302001,49,150000,1990.040816,121.7142857,2.448979592,1.87755102,0,0.372559332,0.287552627,0.332329211,-0.644845104,1,46371.74647
G24051000302002,168,165730,1581.815476,134.172619,2.642857143,1.803571429,0,0.244836422,0.211325638,0.238985995,-0.675128865,1,112701.4395
G24051000601001,647,37500,1076.043277,101.1421947,1.99690881,1.207109737,0,0.08659368,0.413424082,0.549980715,-0.919292191,1,-8197.308485
G24051000601002,1421,51000,1179.128079,100.3835327,2.021111893,1.583391977,0,0.118846188,0.418065997,0.538328032,-0.765259962,1,-26099.85426
G24051000601003,954,58000,1200.69392,101.5104822,2.054507338,1.567085954,0,0.125593569,0.411170695,0.522249646,-0.771934881,1,-16394.47876
G24051000601004,625,40000,1251.832,101.976,2,1.2816,0,0.141593321,0.408322399,0.548492448,-0.888799385,1,-20457.97402
G24051000602001,660,39000,1259.489394,105.8590909,2.006060606,1.357575758,0,0.143989117,0.384563497,0.545574542,-0.857698488,1,-23760.91301
G24051000602002,691,60000,1287.047757,108.1808973,2.05788712,1.574529667,0,0.1526114,0.370357399,0.520622434,-0.768887775,1,-14568.7828
G24051000602003,922,60000,1309.694143,115.2353579,2.063991323,1.687635575,0,0.159696855,0.327194298,0.517683538,-0.722587543,1,-17830.32473
G24051000602004,1034,44000,1197.441973,115.0029014,2.035783366,1.649903288,0,0.124576121,0.328616596,0.531264386,-0.738033364,1,-26392.80865
G24051000602005,825,35000,1194.492121,116.0181818,2,1.364848485,0,0.12365319,0.322404548,0.548492448,-0.854721376,1,-16741.101
G24051000603001,765,36000,1244.338562,120.8640523,2.052287582,1.549019608,0,0.139248823,0.292754826,0.523318357,-0.779330392,1,-24576.41262
G24051000603002,1183,73960,1473.327134,98.60946746,2.299661877,1.806424345,0,0.21089329,0.428920711,0.404218894,-0.673961015,1,-21096.35352
G24051000604001,175,84000,1172.137143,37.73714286,2.371428571,1.697142857,0,0.116658909,0.801371333,0.369666497,-0.718695709,1,-29455.25992
G24051000604002,304,54641.5,1657.276316,108.5328947,2.475328947,1.710526316,0,0.268446123,0.368203683,0.319643196,-0.713217152,1,-26510.32046
G24051000701002,1149,35000,1187.734552,106.6962576,2,1.140121845,0,0.121538926,0.379441247,0.548492448,-0.946713879,1,-8109.384062
G24051000702001,34,36500,1194.352941,101,2,2.5,0,0.123609644,0.414294108,0.548492448,-0.390043806,1,-105858.2029
G24051000703002,43,18800,1331.116279,107.0465116,2,2.813953488,0,0.166399275,0.377298199,0.548492448,-0.261526033,1,-148683.2455
G24051000801011,313,149900,1846.351438,91.11501597,1.960063898,1.690095847,0.0014243,0.327602727,0.474775919,0.567719863,-0.721580424,0.997751258,14914.58605
G24051000801012,634,69900,1258.916404,82.06624606,1.974763407,1.181388013,0,0.143809844,0.530141309,0.560642718,-0.929821453,1,-1233.461697
G24051000801013,870,59900,1264.947126,93.85747126,2,1.231034483,0,0.145696698,0.457996058,0.548492448,-0.909498527,1,-4239.632084
G24051000801014,733,56900,1243.27558,89.93587995,1.978854025,1.241473397,0,0.138916244,0.481990527,0.558673272,-0.905225327,1,-11018.49705
G24051000801021,614,45512,1211.444625,93.50488599,2,1.32247557,0,0.12895718,0.46015337,0.548492448,-0.872066852,1,-22075.72324
G24051000801022,1206,42000,999.0364842,97.34660033,2.000829187,1.064676617,0,0.062500292,0.436647632,0.548093232,-0.977597602,1,7988.495604
G24051000802001,93,43700,1232.817204,71,2,1.978494624,0,0.135644095,0.597850736,0.548492448,-0.603523547,1,-88449.01094
G24051000803021,139,50000,1276.748201,74.99280576,2,1.928057554,0,0.149388942,0.573420538,0.548492448,-0.624170108,1,-78103.02394
G24051000803022,265,38250,1106.483019,89.38867925,2,1.479245283,0,0.09611747,0.485338604,0.548492448,-0.807892714,1,-37237.30589
G24051000803023,215,33000,1072.995349,91.02790698,2,1.288372093,0,0.085640064,0.475308901,0.548492448,-0.886027209,1,-25961.28341
G24051000803024,290,48000,1145.841379,75.29655172,2.003448276,1.620689655,0,0.10843166,0.571562052,0.54683226,-0.74999205,1,-50564.38371
G24051000808001,91,41000,1774.472527,24.9010989,3,2.725274725,0,0.305113717,0.879909365,0.067037966,-0.297826943,1,-152715.7143
G24051000808002,57,25000,1694.122807,98.9122807,2.596491228,1.824561404,0,0.279974415,0.427067932,0.261309073,-0.666536557,1,-66724.51691
G24051000901001,579,49000,1426.981002,96.59585492,1.999136442,1.233160622,0.020796747,0.196392811,0.441241109,0.548908211,-0.908628185,0.967165259,-22423.57938
G24051000901002,306,78261,1261.617647,76.63071895,1.996732026,1.385620915,0.212949808,0.144654992,0.563398877,0.550065828,-0.846218121,0.663786277,-6440.05454
G24051000901003,545,69995,1240.827523,82.11559633,2.009174312,1.343119266,0,0.138150312,0.529839357,0.544075434,-0.863616295,1,-9224.488618
G24051000901004,287,49900,1515.372822,101.0696864,2.010452962,1.641114983,0,0.224048273,0.413867728,0.543459822,-0.741630883,1,-51244.66996
G24051000901005,436,43020,1251.908257,95.64449541,2.002293578,1.277522936,0,0.14161718,0.447062054,0.547388194,-0.890468343,1,-22025.26601
