GISJOIN,N,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_area_flood,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24000504113032,453,224200,1719.68653421634,52.7218543046358,1.53973509933775,1.77262693156733,0,0.287523090914276,0.709594130030977,0.773392427294449,-0.691372806154788,1,35645.092737688
G24000504113033,499,180000,1491.99599198397,37.6773547094188,1.84268537074148,1.93386773547094,0,0.215807452126317,0.801674025280172,0.628979497358132,-0.626014405047719,1,-3774.0968621559
G24000504113034,313,217861,1660.78913738019,54.038338658147,1.63738019169329,1.73801916932907,0,0.268972191102455,0.70153658444089,0.726846128406426,-0.705400942650176,1,41656.5366654675
G24000504113061,306,181500,1690.74836601307,26.6797385620915,2.24509803921569,1.85947712418301,0,0.278408442595101,0.868984960843539,0.437153980158298,-0.656168381544037,1,8731.47125057897
G24000504113062,1304,167500,1411.28374233129,37.010736196319,1.94171779141104,1.71549079754601,0,0.190385533037785,0.805754065461563,0.581771874927857,-0.714532740083824,1,10634.750932005
G24000504113063,515,197000,1469.34951456311,35.0640776699029,1.83592233009709,1.93592233009709,0,0.208674496235349,0.817668593562939,0.632203361493359,-0.625181582235894,1,11885.5736052824
G24000504113071,861,153900,1233.96631823461,37.6411149825784,2,1.58304297328688,0,0.134535903919897,0.801895830613756,0.553989412590089,-0.768220006669656,1,20490.4180785058
G24000504113072,467,159900,1286.83511777302,34.7216274089936,2,1.50963597430407,0.140294057031655,0.151187977799101,0.819764561192372,0.553989412590089,-0.797975279326648,0.729234396538311,31628.8381389974
G24000504113081,362,210000,2133.96961325967,32.292817679558,1.86740331491713,1.93370165745856,0,0.418009738982049,0.834630096868796,0.617196736036061,-0.626081724194519,1,-8691.05798694728
G24000504113082,411,2e+05,1538.47688564477,32.2433090024331,1.94525547445255,1.97323600973236,0,0.230447528730455,0.834933114843886,0.580085501877773,-0.610056611500566,1,12590.3265480632
G24000504113083,598,205677.5,1702.52006688963,39.6170568561873,1.93561872909699,1.92809364548495,0,0.282116172568012,0.789802073716834,0.584679228186051,-0.628354912414318,1,18525.2541686072
G24000504113091,642,250000,2237.26012461059,37.1713395638629,1.58411214953271,2,0.000377385202505316,0.450543128070765,0.804771092171789,0.752238394948181,-0.599207920792079,0.999271651741664,8067.97531726605
G24000504113092,1244,249765,2086.80064308682,23.9694533762058,2.03536977491961,2.04983922829582,0,0.403152939073935,0.885573267714919,0.537129045363276,-0.579005762312566,1,27590.1278266284
G24000504113093,1030,419948,2985.0572815534,18.5621359223301,1.95631067961165,2.48446601941748,0,0.686076630113388,0.918668766942445,0.574815612002202,-0.402831298663847,1,108832.834341628
G24000504114041,1133,188000,1748.07413945278,38.3530450132392,1.87775816416593,1.90556045895852,0,0.296464328539836,0.797538461182284,0.612260697813881,-0.637488661487508,1,-3888.99319532243
G24000504114042,295,172724,1517.80677966102,57.9389830508475,1.55254237288136,1.64406779661017,0,0.223937070105754,0.677662681237196,0.767287346456072,-0.743483806007719,1,9318.78844557404
G24000504114061,470,240000,2093.54680851064,42.6297872340426,1.53617021276596,1.91914893617021,0.00304522906407292,0.405277777277556,0.771362650334804,0.775091767956326,-0.63198061933853,0.994122749725409,13193.1182429592
G24000504114062,355,215000,1664.56901408451,49.1605633802817,1.58450704225352,1.76619718309859,0,0.270162738016402,0.731391019531422,0.752050154104036,-0.693979082415284,1,29691.1632382155
G24000504114063,557,205000,1530.02513464991,34.7971274685817,1.81238779174147,1.88330341113106,0,0.227785482623795,0.819302462899625,0.643422006794071,-0.646510478695984,1,19524.8495332625
G24000504114071,540,165000,1532.45,61.9407407407408,1.68333333333333,1.4462962962963,0,0.228549241916787,0.653169913859596,0.704940791291962,-0.823649798313165,1,27299.7592532938
G24000504114072,170,140000,1312.57647058824,45.8882352941177,1.82941176470588,1.5,0.0904752930887794,0.15929572589575,0.751419311299317,0.635306873562615,-0.801881188118812,0.825383926804333,8207.83571912365
G24000504114073,627,148000,1325.97767145136,38.3763955342903,1.96491228070175,1.52631578947368,0,0.163516699112299,0.797395544263127,0.570715327127692,-0.791214174048984,1,13056.1344792284
G24000504114074,559,123000,1114.81932021467,44.5581395348837,2,1.10733452593918,0.0086778312547155,0.0970082007975261,0.759560165530228,0.553989412590089,-0.961046777307427,0.983251904848032,39370.2737983813
G24000504114075,236,133900,1205.15677966102,34.728813559322,2,1.40254237288136,0.20419393634581,0.125461770046198,0.81972057834234,0.553989412590089,-0.841385299546904,0.60590850697677,20238.367577549
G24000504114081,240,129395,1172.28333333333,39.9041666666667,2,1.35416666666667,0,0.115107628062796,0.788044817444757,0.553989412590089,-0.860994224422442,1,19250.1474104439
G24000504114082,179,147500,1329.62569832402,47.5027932960894,1.81843575418994,1.50837988826816,0,0.164665717314478,0.741537405240935,0.640539012257437,-0.798484429448531,1,12132.0741417596
G24000504114083,578,173000,1391.12283737024,31.2110726643599,1.96020761245675,1.95847750865052,0,0.184035457344482,0.841250919785196,0.572957988679015,-0.61603891877077,1,-5687.52361589206
G24000504114091,299,209493,1787.04013377926,33.4849498327759,1.96321070234114,1.90635451505017,0,0.30873743899376,0.82733364921384,0.571526450073496,-0.637166793602437,1,16896.1268517497
G24000504114092,635,171000,1480.4157480315,35.7102362204724,1.9259842519685,1.63149606299213,0,0.212160025297651,0.813713778630461,0.58927187325642,-0.74857971466438,1,15567.4802224357
G24000504114093,1254,159900,1353.3644338118,31.2264752791069,2,1.78468899521531,0,0.172142701482697,0.841156648045316,0.553989412590089,-0.686483490454308,1,-548.776569678374
G24000504114101,462,175425,1847.40043290043,35.512987012987,1.96212121212121,2.04978354978355,0,0.327749108808702,0.814921042870012,0.572045797602275,-0.579028331404569,1,-30366.2346756576
G24000504114102,595,172500,1575.94789915966,37.2033613445378,1.97647058823529,2.02016806722689,0,0.242249765414974,0.804575102787657,0.565205614103541,-0.591032864631001,1,-15136.252596527
G24000504114103,548,170400,1543.76459854015,33.5419708029197,1.85675182481752,1.91240875912409,0,0.232112998469783,0.826984652231613,0.62227417955953,-0.634712726747127,1,-16494.0812682151
G24000504201001,557,102393,1061.90843806104,70.3895870736086,1.40394973070018,1.29084380610413,0.0481746557706761,0.0803428721664872,0.601458729955922,0.838119759726185,-0.886661926515811,0.907023575928358,-7465.51782956278
G24000504201002,516,90000,1041.56976744186,70.3042635658915,1.65503875968992,1.18410852713178,0,0.0739368056638922,0.601980952686108,0.718428490980134,-0.929926701972523,1,2775.81213751452
G24000504201003,264,124500,1112.65151515152,66.3712121212121,1.13825757575758,1.37121212121212,0.112547819316037,0.0963254077251938,0.626053203327858,0.964772171617315,-0.854084908490849,0.782784254300039,-10798.4433979586
G24000504202001,711,94000,985.496483825598,66.2869198312236,2,1.17158931082982,0,0.0562754161566602,0.626569114487503,0.553989412590089,-0.935001322917102,1,27483.6584535614
G24000504202002,473,222689,1537.21353065539,34.4397463002114,2.33826638477801,1.78012684989429,0,0.230049610094086,0.821489815183381,0.392741695271965,-0.688332740250769,1,75153.576675636
G24000504203011,533,85000,989.489681050657,61.108818011257,2,1.0750469043152,0,0.0575331525869647,0.658261698887172,0.553989412590089,-0.974134452844909,1,22259.1984168393
G24000504203021,313,89000,1044.92012779553,61.0798722044729,2,1.16932907348243,0,0.0749920679096462,0.658438861765852,0.553989412590089,-0.93591750229336,1,15827.8167993517
G24000504203022,472,90000,1068.15677966102,62.3135593220339,2,1.14194915254237,0,0.0823109109124722,0.650888076853642,0.553989412590089,-0.947015858365497,1,18777.1323519899
G24000504203031,453,120000,1280.72406181015,64.1633554083885,1.6832229580574,1.28256070640177,0,0.149263179879306,0.639566395545076,0.704993405923785,-0.890019452276354,1,9852.72609952353
G24000504204011,898,74232.5,1009.33184855234,66.0935412026726,2,1.10467706013363,0,0.0637828356145037,0.627752688839559,0.553989412590089,-0.962123971862665,1,11775.1863510655
G24000504204012,408,85000,1174.95343137255,53.3259803921569,1.97916666666667,1.33578431372549,0,0.115948628240632,0.705896574887705,0.563920424346791,-0.868445447485925,1,-15091.4529645869
G24000504204013,430,79900,1044.4,64.3069767441861,2,1.09302325581395,0,0.0748282433750745,0.638687360820651,0.553989412590089,-0.966847801059176,1,15297.174955504
G24000504204014,364,90000,1095.12912087912,63.8901098901099,2,1.16483516483517,0,0.0908063831490355,0.641238795384045,0.553989412590089,-0.937739092590578,1,16731.4564427113
G24000504204021,488,102275,1134.45901639344,64.8463114754098,1.74590163934426,1.33606557377049,0,0.103194111478106,0.635386361326383,0.675115195327571,-0.868331439701347,1,-708.89263557262
G24000504204022,441,92000,1132.58503401361,67.8208616780045,1.83786848072562,1.23809523809524,0,0.102603863670139,0.617180619797068,0.631275653744288,-0.908043375766148,1,4504.353417726
G24000504205001,1000,83000,972.101,66.227,1.9965,1.134,0,0.0520562436341313,0.626935853955805,0.555657822565215,-0.95023801980198,1,19949.598884403
G24000504205002,678,111106,1197.55309734513,59.7964601769912,1.73377581120944,1.4882005899705,0,0.123066839940283,0.666293988106487,0.680895438932371,-0.806664038085224,1,-11769.0672612286
G24000504206001,805,87500,1167.56645962733,68.8745341614907,1.83478260869565,1.4,0,0.113621955414334,0.61073161487721,0.632746653651935,-0.842415841584158,1,-14235.6415621035
G24000504206002,475,80000,1026.94736842105,67.3431578947369,2,1.08421052631579,0,0.0693311919387535,0.620104406929039,0.553989412590089,-0.970420010422095,1,19228.9377810515
G24000504206003,421,85000,1103.5106888361,69.5225653206651,1.92755344418052,1.17339667458432,0,0.0934463237200687,0.606765338639351,0.588523857273728,-0.934268714282355,1,10607.2974317331
G24000504207011,763,110000,1152.03669724771,68.3184796854522,1.71690694626474,1.32503276539974,0,0.108730549656499,0.614134947609044,0.688936633944595,-0.872803550341928,1,7915.02802446473
G24000504207021,841,115900,1250.06658739596,75.8192627824019,1.56004756242568,1.34601664684899,0,0.139607002070235,0.56822638697645,0.763709708427224,-0.864297806712895,1,3691.30617585554
G24000504208001,451,89900,1063.34146341463,70.8824833702883,1.81929046563193,1.25720620842572,0,0.0807942318392458,0.598441957009788,0.640131581087248,-0.900296810168822,1,5543.8643623689
G24000504208002,395,116000,1327.30379746835,69.4025316455696,1.6379746835443,1.3746835443038,0,0.163934388725096,0.607500005030826,0.726562740939465,-0.852677779170322,1,-2672.95663692057
G24000504208003,543,98000,1261.7955801105,74.6500920810313,1.6353591160221,1.43462246777164,0,0.143301280262976,0.575382299011228,0.727809552066511,-0.828381744251773,1,-18488.8739468727
G24000504209001,592,94000,1398.51351351351,66.2516891891892,1.90878378378378,1.42567567567568,0,0.1863632969442,0.626784743715153,0.597471139741055,-0.832008295424137,1,-19137.9758537907
G24000504209002,718,87000,1064.10724233983,96.3342618384401,1.97841225626741,1.27994428969359,0,0.0810354290547848,0.442664286877228,0.564280043156922,-0.891080007722221,1,28692.6913749733
G24000504209003,243,79000,1023.63374485597,100.004115226337,2.00205761316872,1.18518518518519,0,0.0682875006710221,0.420202940562664,0.55300857192276,-0.929490282361569,1,34453.4902140246
G24000504210001,686,63000,1148.05393586006,92.5845481049563,1.91763848396501,1.29446064139942,0,0.107476100199553,0.465614418625274,0.593250205424165,-0.885195854862454,1,-6973.7870313624
G24000504211011,713,80000,1292.32678821879,75.3239831697055,1.86535764375877,1.83730715287518,0,0.152917688002126,0.571257747013885,0.618171884083614,-0.665154902587033,1,-56829.8152883608
G24000504211012,501,1e+05,1317.94610778443,81.6806387225549,1.8812375249501,1.50099800399202,0,0.16098699931365,0.532351821712941,0.610602126316918,-0.801476650659078,1,-5359.23429813606
G24000504211021,622,105000,1246.54662379421,69.7170418006431,1.62540192926045,1.29260450160772,0,0.138498319927645,0.605575044885047,0.732556029128605,-0.885948234694852,1,-3461.8611110233
G24000504211022,553,78000,968.916817359855,71.124773960217,1.99095840867993,1.12839059674503,0,0.0510533223453654,0.59695901688278,0.558299435775638,-0.952511771972857,1,18857.7000348865
G24000504212001,538,105000,1216.29553903346,71.8289962825279,1.39033457249071,1.42193308550186,0,0.128970142576158,0.592648822498438,0.844609949946072,-0.833525341381722,1,-24337.0258851227
G24000504212002,381,1e+05,1294.15485564304,72.4435695538058,1.5249343832021,1.34383202099738,0,0.153493473986877,0.588887325342347,0.780447759420085,-0.865183337231361,1,-18764.8802781762
G24000504213001,316,82000,1207.73734177215,71.3481012658228,1.7120253164557,1.36708860759494,0,0.126274569112938,0.595592141582188,0.69126365104982,-0.855756360446171,1,-24336.5092698754
G24000504213003,255,51000,1234.62352941176,82.3411764705882,1.79019607843137,1.33333333333333,0,0.134742905576294,0.528308998868479,0.654000542751701,-0.869438943894389,1,-41362.7933887012
G24000504301012,676,92000,1123.90088757396,63.594674556213,1.86686390532544,1.2189349112426,0.0107024852816153,0.0998686200225947,0.643047008041831,0.617453866419901,-0.915809947858691,0.979344350379984,5346.54107595856
G24000504301041,368,132000,1287.14673913043,68.9456521739131,1.37907608695652,1.5625,0.0034487070386609,0.151286129107838,0.610296336914474,0.849976741251799,-0.77654702970297,0.993344042775277,-14938.0379825282
G24000504301042,636,135000,1318.75786163522,66.8883647798742,1.42295597484277,1.67924528301887,0.00135028499533092,0.161242677241144,0.62288796926101,0.829059700492707,-0.729224733794134,0.997393968502005,-22016.0567577129
G24000504302001,260,130000,1228.38461538462,65.8192307692308,1.54615384615385,1.41538461538462,0,0.132777836230798,0.629431606494295,0.770332684089939,-0.836179741051028,1,5106.92725686753
G24000504302002,560,120500,1327.40892857143,59.8892857142857,1.58125,1.50892857142857,0.0148953996596217,0.163967501844945,0.665725849186583,0.753602748899802,-0.798262022630834,0.971252083210264,-18871.1122055076
G24000504302003,250,123000,1310.7,75.848,1.482,1.52,0,0.158704694377345,0.568050500768375,0.800914088908731,-0.793774257425743,1,-10783.6948793078
G24000504303001,654,79785,1071.81345565749,61.9067278287462,2,1.0519877675841,0,0.0834626533272283,0.653378089967666,0.553989412590089,-0.983481394010961,1,15342.9112732588
G24000504303002,689,68777,1041.04208998549,65.3091436865022,2,1.01596516690856,0,0.0737706032143444,0.63255359568698,0.553989412590089,-0.998083030363994,1,11306.0862281555
G24000504303003,482,1e+05,1229.17427385892,70.149377593361,1.6804979253112,1.36099585062241,0.0527624252886584,0.133026554782539,0.602928932646219,0.706292397871297,-0.858226038371472,0.898169243760893,-8106.78544183605
G24000504303004,200,93494,1147.755,74.425,1.6075,1.33,0,0.107381944439061,0.576759975623973,0.741089674086358,-0.870790099009901,1,-10561.334068028
G24000504304001,419,129900,1287.12649164678,70.4224343675418,1.68973747016706,1.55369928400955,0.086658826055075,0.151279751762472,0.601257688015947,0.701888012498971,-0.78011436943217,0.832749655769171,5013.82033205253
G24000504304002,367,160095,1474.20980926431,66.4822888283379,1.58855585831063,1.67302452316076,0.0156235914797896,0.210205342162355,0.625373358079963,0.750120129790572,-0.731746297245528,0.969846682997344,5371.78336808872
G24000504304003,579,150000,1460.52849740933,65.3281519861831,1.62262521588946,1.69602763385147,0.266658751164625,0.205896142449809,0.632437255343959,0.733879656638953,-0.722422066040801,0.485352272183997,2427.94307019445
G24000504306001,593,185000,1573.3760539629,57.150084317032,1.85075885328836,1.66441821247892,0.0145179946415037,0.24143971191279,0.682491137797827,0.625130960553783,-0.735234835456564,0.97198046971246,34128.411786598
G24000504306002,210,185000,2012.9619047619,89.1761904761905,1.78095238095238,1.81904761904762,0.0305505283839954,0.379895968299699,0.486475279529437,0.658406907631986,-0.67255634134842,0.941037899758651,19541.9199080024
G24000504307001,339,156000,1508.15634218289,81.3657817109145,1.73451327433628,1.70796460176991,0.35023496605527,0.220897473987524,0.534278904795156,0.680543898693196,-0.71758345746079,0.324051325168092,25726.1019062249
G24000504307002,931,187884,1332.26100966702,51.3039742212675,1.94092373791622,1.44575725026853,0.00278027948526728,0.165495760734445,0.718272268424758,0.582150391148299,-0.823868298752539,0.994634098774044,67366.5526346903
G24000504307003,654,155000,1120.19724770642,67.2094801223242,1.85321100917431,1.34862385321101,0,0.0987020854079496,0.620922582050318,0.623962045885018,-0.863240984648924,1,59633.8515701729
G24000504308001,496,145000,1371.98588709677,76.3004032258065,1.75806451612903,1.65524193548387,0.0616733119109566,0.178007896428427,0.565281565758007,0.669317291055017,-0.738954407537528,0.880971354949959,15179.7107673459
G24000504308002,538,163000,1170.31226765799,60.4200743494424,2,1.15613382899628,0,0.114486801951118,0.662477156093445,0.553989412590089,-0.941266148919725,1,84082.3268715218
G24000504308003,411,149000,1299.96836982968,71,1.79318734793187,1.48175182481752,0.0118297282562389,0.15532455524045,0.597722696200519,0.652574638788008,-0.80927802269278,0.977168786918995,33500.5012387955
G24000504309001,535,132000,1521.85420560748,81.596261682243,1.7588785046729,1.71775700934579,0.00104027733340259,0.22521188694422,0.532868251587141,0.668929272024668,-0.713614138983992,0.997992279032299,-8216.25087408973
G24000504309002,241,120000,1250.98755186722,65.5103734439834,1.94190871369295,1.77593360995851,0,0.139897078042254,0.631321968481793,0.581680864459399,-0.69003245552771,1,-12626.69231587
G24000504309003,247,137800,1152.6032388664,64.3238866396761,1.95748987854251,1.23886639676113,0,0.108908993142496,0.638583863765429,0.574253501356801,-0.907730789273259,1,53529.8703780487
G24000504401001,499,138000,1466.14028056112,69.4909819639279,1.5310621242485,1.52104208416834,0,0.207663684524788,0.606958644648738,0.777526735338142,-0.79335185221929,1,-5576.72784060308
G24000504401002,565,157900,1352.26548672566,66.9663716814159,1.51327433628319,1.49911504424779,0,0.17179656636657,0.622410527836175,0.786005970445785,-0.802239901866293,1,18952.586959175
G24000504401003,403,143100,1385.73449131514,74.7071960297767,1.63771712158809,1.53101736972705,0,0.182338291201507,0.575032794158274,0.726685517778597,-0.789308404785888,1,12752.7947996912
G24000504401004,504,144150,1376.07341269841,79.6666666666667,1.60416666666667,1.49603174603175,0,0.179295343446251,0.544678342430184,0.74267863596743,-0.803489706113468,1,18845.2642793199
G24000504402001,297,149500,1456.2962962963,85.8114478114478,1.73569023569024,1.57912457912458,0,0.204563127018758,0.507069194943447,0.679982854675118,-0.76980831416475,1,25532.8555148562
G24000504402002,588,145000,1447.16326530612,59.1989795918367,1.63945578231293,1.72278911564626,0,0.201686498305467,0.669950869436853,0.725856718093832,-0.711574392133091,1,-15273.4918213642
G24000504403001,716,151000,1308.91620111732,37.086592178771,1.92039106145251,1.54748603351955,0.00572089593335712,0.158142851645159,0.805289788742089,0.591938083213465,-0.782632888987223,0.988958749411691,11860.2335764701
G24000504404001,541,121900,1472.75785582255,80.1515711645102,1.90110905730129,1.57116451016636,0,0.209748020713932,0.541710483307672,0.601129594089555,-0.773034900532567,1,3080.27533810016
G24000504404002,564,126550,1359,69.0354609929078,1.52039007092199,1.5531914893617,0,0.173917734495293,0.609746661826037,0.782613981116722,-0.780320202232989,1,-15168.8721310909
G24000504404003,870,118000,1198.59655172414,63.1402298850575,1.5264367816092,1.36436781609195,0.0197941185283911,0.123395496530946,0.645828437723272,0.779731583280367,-0.85685922385342,0.961797623065938,-3811.71995167935
G24000504404004,512,118700,1222.357421875,87.380859375,1.5322265625,1.537109375,0,0.130879452449009,0.497463607767871,0.776971660939792,-0.786839031559406,1,-614.377506971428
G24000504405001,1027,147000,1403.84420642649,61.1129503407985,1.77166504381694,1.4888023369036,0.0136100580076944,0.188042304089986,0.658236406954469,0.66283407503745,-0.806420122051154,0.973732774947334,17212.0586924168
G24000504405002,381,139900,1306.41469816273,76.7112860892388,1.76115485564304,1.39370078740157,0,0.157354953823144,0.56276675622346,0.667844161548816,-0.844969205581976,1,33218.195829921
G24000504406001,1031,247034,2186.15324927255,28.1619786614937,1.88360814742968,2.10669253152279,0.240255037654627,0.434446007059987,0.859912906819855,0.609472077690578,-0.555960472865909,0.536311076665294,16526.333807134
G24000504407011,548,140000,1408.97627737226,23.0912408759124,1.97445255474453,2.06751824817518,0.0408892735753258,0.189658751319516,0.890948369393891,0.566167587591008,-0.571839632868396,0.921084263517769,-52390.5662648112
G24000504407012,341,166500,1603.46920821114,43.0351906158358,1.93988269794721,1.42815249266862,0,0.250918145926333,0.76888137798055,0.582646642996525,-0.831004326239075,1,27485.7926634328
G24000504407013,605,120000,1460.61652892562,36.2181818181818,1.96611570247934,1.46611570247934,0,0.205923869716662,0.810604896401886,0.570141669728262,-0.815616070697979,1,-18395.7878779864
G24000504407021,1475,173477,1411.8013559322,30.6922033898305,2.11898305084746,1.71525423728814,0,0.190548565677047,0.844426660403507,0.497271552902998,-0.714628628964591,1,22134.7580586421
G24000504407022,794,147870,1325.71662468514,26.7040302267003,1.99685138539043,1.87153652392947,0.182897104230449,0.163434477271158,0.868836283653019,0.555490321167928,-0.651280145646807,0.647011100497442,-16461.2162242369
G24000504408001,761,314930,2293.45072273325,25.1484888304862,1.88436268068331,2.19053876478318,0.000459996171035421,0.468241468101644,0.878356978436693,0.609112400317172,-0.521973692770065,0.999112213706869,63170.7538242681
G24000504409001,451,144900,1362.40354767184,48.7827050997783,1.67073170731707,1.55210643015521,0,0.174989749138669,0.733703702028277,0.710947842305772,-0.780760027222234,1,-3200.00327207845
G24000504409002,416,166682.5,1553.44951923077,35.2331730769231,1.85216346153846,1.86298076923077,0,0.235163455757684,0.816633644725525,0.62446139986361,-0.65474819116527,1,-15724.424473699
G24000504410001,947,89000,1230.08764519535,56.4941921858501,1.86536430834213,1.20380147835269,0,0.133314239146592,0.686505527133396,0.618168707152937,-0.921944232438027,1,-7418.69856957419
G24000504411011,315,147900,1494.59682539683,67.0253968253968,1.53174603174603,1.5968253968254,0.0250472424353363,0.216626636040394,0.622049264303252,0.777200724455014,-0.762633349049191,0.951659166064855,-4292.28925513419
G24000504411012,511,147150,1360.07240704501,63.1819960861057,1.33365949119374,1.45401174168297,0,0.174255510300645,0.645572807591267,0.87162631308234,-0.820522369262367,1,-1666.58106134469
G24000504411021,295,145000,1323.81016949153,53.0745762711864,1.39322033898305,1.55254237288136,0.0335327582193221,0.162834001508353,0.707435294402945,0.843234338059868,-0.780583319348884,0.935282237130394,-13013.6952555724
G24000504411022,393,155000,1311.63613231552,57.6946564885496,1.60941475826972,1.4529262086514,0.0479279158348437,0.158999547761853,0.67915808253789,0.740176930715742,-0.820962386314967,0.907499780616121,21896.3901233638
G24000504411023,367,128793,1319.68664850136,69.9645776566758,1.43596730245232,1.57493188010899,0.00491026713664997,0.161535217031116,0.604060001094481,0.822857349414592,-0.771507810181563,0.990523251857253,-16725.878168268
G24000504411024,717,122000,1330.31380753138,55.2133891213389,1.49581589958159,1.66248256624826,0,0.164882450916488,0.694344685310018,0.794328207572371,-0.736019442948479,1,-38707.7291197523
G24000504501001,656,115000,1256.59298780488,67.8475609756098,1.63948170731707,1.40701219512195,0.00531086052682737,0.141662620936626,0.617017206683116,0.725844359940825,-0.839573472591162,0.98975011211542,-3625.27870657923
G24000504501002,380,116000,1300.82894736842,75.3421052631579,1.44605263157895,1.42105263157895,0.135620951862093,0.155595611153937,0.571146830698175,0.818049788352506,-0.833882230328296,0.73825342534144,-7838.60452892745
G24000504501003,356,128092,1372.26123595506,61.438202247191,1.37078651685393,1.56179775280899,0.00950389080478229,0.178094622996284,0.656245701894411,0.853928284522846,-0.776831683168317,0.981657621260391,-28923.1027253864
G24000504502001,463,120000,1309.49460043197,69.9416846652268,1.47300215982721,1.41900647948164,0.0303460038261786,0.158325029946979,0.604200117702629,0.805203256422693,-0.834711630990313,0.941432629346573,-9569.21471673993
G24000504502002,419,123200,1373.8353221957,76.2482100238664,1.50119331742243,1.46778042959427,0,0.178590412584857,0.565601014373559,0.791764853982061,-0.814941279330797,1,-8152.09751862599
G24000504502003,600,89900,1086.51,72.6533333333333,1.83333333333333,1.40166666666667,0,0.0880916205876377,0.587603465635102,0.633437506643706,-0.841740264026402,1,-5177.70194617723
G24000504503001,724,125000,1390.24861878453,51.3093922651934,1.71477900552486,1.59530386740331,0,0.183760104913503,0.718239107274133,0.689950998960851,-0.763250095727805,1,-23596.8183557193
G24000504503002,485,125000,1346.84948453608,78.0639175257732,1.44742268041237,1.49690721649485,0,0.17009068937715,0.55448797232649,0.817396701741051,-0.80313483719506,1,-9095.19567953247
G24000504504001,256,118250,1285.14453125,55.01953125,1.583984375,1.68359375,0,0.150655494142837,0.695531192868687,0.752299303606735,-0.727462097772277,1,-36958.5795915554
G24000504504002,616,112250,1249.21266233766,76.6590909090909,1.44805194805195,1.43019480519481,0,0.139338041487014,0.563086216946638,0.817096737053367,-0.830176481933908,1,-12533.1084838713
G24000504505011,356,120625,1340.5308988764,69.1938202247191,1.48455056179775,1.50842696629213,0,0.168100525875506,0.608777423774307,0.799698265267147,-0.798465346534653,1,-18490.7690714574
G24000504505012,603,110000,1145.22388059702,69.2553897180763,1.28026533996683,1.33001658374793,0,0.106584718330967,0.608400587545026,0.897078694373869,-0.870783376845147,1,-16555.6954590084
G24000504505013,313,124000,1179.4249201278,65.405750798722,1.27955271565495,1.45367412140575,0,0.11735701204644,0.631962311628828,0.897418394234,-0.820659222471768,1,-17148.1821565629
G24000504505031,164,83450,1111.17073170732,53.6219512195122,1.97865853658537,1.14024390243902,0.020290907181374,0.0958590056973971,0.704085084740943,0.564162644145735,-0.947707075585607,0.960838827787907,3139.53636949536
G24000504505032,541,83000,1153.99630314233,56.8133086876155,2,1.16820702402957,0,0.109347766283627,0.684552373831827,0.553989412590089,-0.936372321150784,1,1269.51805089158
G24000504505033,73,78000,1152,57.6301369863014,2,1.27397260273973,0,0.108718991132657,0.679552974303545,0.553989412590089,-0.893500610335006,1,-11568.9068701898
G24000504505041,365,80000,1035.43835616438,62.7315068493151,2,1.18630136986301,0,0.0720055964352401,0.648330028027349,0.553989412590089,-0.929037840770378,1,7153.76420731605
G24000504505042,69,86600,1092.14492753623,64.3188405797102,2,1.17391304347826,0,0.0898664524441684,0.63861474818735,0.553989412590089,-0.934059405940594,1,13065.1095482465
G24000504508001,188,340000,2068.29787234043,14.3882978723404,2.16489361702128,2.47340425531915,0,0.397325125540642,0.944214752569799,0.475386511026404,-0.407315146408258,1,84929.4917388436
G24000504508002,820,96960,1206.17804878049,48.4353658536585,1.79268292682927,1.26951219512195,0,0.125783438950664,0.735829592703219,0.652815090559223,-0.895308621106013,1,-13683.1060551202
G24000504508003,213,130000,1226.03286384977,54.7840375586855,1.44835680751174,1.5962441314554,0,0.132037105579719,0.696972532561699,0.81695141403516,-0.762868962952633,1,-23143.8574627081
G24000504509001,412,155000,1592.9854368932,52.7233009708738,1.40533980582524,1.62864077669903,0,0.247616074836328,0.709585275706856,0.83745712681052,-0.74973709506873,1,-23261.5394826028
G24000504509002,1029,152900,1543.19241982507,34.4956268221574,1.77696793002915,1.83187560738581,0,0.231932779468809,0.821147798317037,0.660306249822189,-0.667356560728959,1,-31344.6757245413
G24000504510001,238,152066.5,1857.38235294118,47.3403361344538,1.5,1.77310924369748,0,0.330893111914996,0.742531724681818,0.792333694750941,-0.69117730260421,1,-49726.679555797
G24000504510002,181,186000,1871.13812154696,55.3259668508287,1.52486187845304,1.69060773480663,0,0.335225763253568,0.693655653051205,0.780482321604821,-0.724619003336798,1,-2503.80085579351
G24000504511001,578,223092.5,1979.75432525952,32.621107266436,1.71280276816609,2.00173010380623,0,0.369436584465542,0.832620799678165,0.690893048710163,-0.598506629209634,1,-1960.37789467911
G24000504512001,475,142000,1374.32631578947,54.6631578947368,1.55157894736842,1.51368421052632,0.0515213768680468,0.178745060726465,0.697712376829945,0.767746600380663,-0.796334340802501,0.900564450169788,-4630.50971328917
G24000504512002,934,95000,990.419700214133,73.024625267666,1.08511777301927,1.19164882226981,0.0252075668956044,0.0578260805133502,0.585330972475469,0.990103307892975,-0.92687026946806,0.951349742058217,-20287.7150446769
